"X.1","X","date_time_samp","site","plot_num","treatment","exclosure","paired","longitude","latitude","man_long","man_lat","barcode","siteX","treatmentX","exclosureX","pairedX","plot","cluster","clusterBC","plotBC","factorial","Date","hour","minute","time","season","notes_cluster","number","year","CT1","CT2","CT3","CT4","Ct_detects","positive","cluster_pair","Library_Name","Abditibacteriota","Acidobacteriota","Actinobacteriota","Armatimonadota","Bacteroidota","Bdellovibrionota","Campilobacterota","Chloroflexi","Crenarchaeota","Cyanobacteria","Deferribacterota","Deinococcota","Dependentiae","Desulfobacterota","Elusimicrobiota","Entotheonellaeota","Euryarchaeota","Fibrobacterota","Firmicutes","GAL15","Gemmatimonadota","Hydrogenedentes","MBNT15","Methylomirabilota","Myxococcota","Nanoarchaeota","NB1-j","Nitrospirota","Patescibacteria","Planctomycetota","Proteobacteria","RCP2-54","SAR324_clade(Marine_group_B)","Sumerlaeota","Thermoplasmatota","TX1A-33","Unknown","Verrucomicrobiota","WPS-2","WS2"
277,277,"4/20/21 13:47",0,6,1,0,1,-119.7475458,35.11453835,NA,NA,"AC06PE13","C","P","E",1,"C06","C06PE1","C06PE1","C06","PE","4/20/21 13:47",13,47,13.78333333,"Spring",NA,NA,NA,NA,NA,NA,NA,0,0,"C601","JTMR008EM",0,487,18252,84,2499,23,0,2732,51,381,0,9,0,0,0,0,0,0,236,0,2010,0,0,0,385,0,0,35,0,68,8072,0,0,8,0,0,18,611,0,0
278,278,"4/20/21 14:51",0,8,0,1,1,-119.729769,35.11306696,NA,NA,"AC08SN13","C","S","N",1,"C08","C08SN1","C08SN1","C08","SN","4/20/21 14:51",14,51,14.85,"Spring",NA,NA,NA,NA,NA,NA,NA,0,0,"C811","JTMR008CE",0,1624,18784,74,1645,0,0,3123,30,612,0,0,0,0,0,0,0,4,299,0,1338,0,0,9,389,0,0,8,8,181,6709,0,0,14,9,0,37,365,0,0
279,279,"4/20/21 15:55",0,7,1,1,1,-119.7328116,35.10880071,NA,NA,"AC07PN13","C","P","N",1,"C07","C07PN1","C07PN1","C07","PN","4/20/21 15:55",15,55,15.91666667,"Spring",NA,NA,NA,NA,NA,NA,NA,0,0,"C711","JTMR009DQ",4,1834,24039,53,1016,70,0,4172,113,49,0,6,0,0,0,0,0,19,1509,0,1816,0,0,18,1006,0,0,89,46,215,9815,0,0,10,29,0,66,361,8,6
281,281,"4/20/21 16:36",0,7,0,0,1,-119.7322485,35.10831569,NA,NA,"AC07SE13","C","S","E",1,"C07","C07SE1","C07SE1","C07","SE","4/20/21 16:36",16,36,16.6,"Spring",NA,NA,NA,NA,NA,NA,NA,0,0,"C701","JTMR009ER",3,4770,20756,99,403,48,0,6763,132,0,0,0,9,2,0,34,0,4,504,0,2278,4,0,33,1038,0,0,156,43,273,5809,0,0,7,21,0,174,628,2,4
283,283,"4/21/21 10:26",0,2,1,0,1,-119.7226224,35.13081797,NA,NA,"AC02PE13","C","P","E",1,"C02","C02PE1","C02PE1","C02","PE","4/21/21 10:26",10,26,10.43333333,"Spring",NA,NA,NA,NA,NA,NA,NA,0,0,"C201","JTMR008R",0,1205,20314,68,2965,48,0,2148,6,558,0,22,0,0,0,0,0,0,203,0,1241,0,0,0,478,0,0,18,17,85,10963,0,0,0,0,0,0,269,0,0
284,284,"4/21/21 11:22",0,4,1,1,1,-119.7242392,35.12222962,NA,NA,"AC04PN13","C","P","N",1,"C04","C04PN1","C04PN1","C04","PN","4/21/21 11:22",11,22,11.36666667,"Spring",NA,NA,NA,NA,NA,NA,NA,0,0,"C411","JTMR009T",0,1493,26427,171,2878,57,0,3886,28,55,0,2,0,0,0,0,0,9,730,0,1735,0,0,0,390,0,0,73,26,94,11863,0,0,6,0,0,19,184,0,0
285,285,"4/21/21 11:30",0,4,0,1,1,-119.7242543,35.12227227,NA,NA,"AC04SN13","C","S","N",1,"C04","C04SN1","C04SN1","C04","SN","4/21/21 11:30",11,30,11.5,"Spring",NA,NA,NA,NA,NA,NA,NA,0,0,"C411","JTMR008AU",9,1588,17528,76,2081,28,0,3426,51,32,0,5,0,0,0,0,0,5,575,0,1341,0,6,0,361,0,0,74,23,87,8550,0,0,0,27,0,24,419,2,0
286,286,"4/21/21 13:09",0,10,1,1,1,-119.701232,35.11467272,NA,NA,"AC10PN13","C","P","N",1,"C10","C10PN1","C10PN1","C10","PN","4/21/21 13:09",13,9,13.15,"Spring",NA,NA,NA,NA,NA,NA,NA,0,0,"C1011","JTMR009AL",4,1595,22905,109,2330,71,0,3875,26,79,0,5,0,0,0,0,0,18,300,0,2210,0,0,0,1174,0,0,30,3,173,12690,0,0,20,0,0,0,673,0,0
287,287,"4/21/21 13:18",0,10,0,1,1,-119.7012055,35.1145965,NA,NA,"AC10SN13","C","S","N",1,"C10","C10SN1","C10SN1","C10","SN","4/21/21 13:18",13,18,13.3,"Spring",NA,NA,NA,NA,NA,NA,NA,0,0,"C1011","JTMR008DO",6,1168,24403,93,2360,80,0,3837,93,215,0,0,0,0,0,4,0,11,1143,0,1722,0,0,11,605,0,0,52,54,113,9968,0,0,39,0,0,31,437,0,0
291,291,"4/21/21 16:39",1,1,1,1,1,-119.6694763,35.08286182,NA,NA,"AS01PN13","S","P","N",1,"S01","S01PN1","S01PN1","S01","PN","4/21/21 16:39",16,39,16.65,"Spring",NA,NA,NA,NA,NA,NA,NA,0,0,"S111","JTMR009K",0,678,17967,115,1666,43,0,1237,0,106,0,0,0,0,0,0,0,0,540,0,1020,0,0,11,251,0,0,14,13,96,6063,0,0,0,0,0,45,63,0,0
292,292,"4/21/21 16:49",1,1,0,1,1,-119.6695707,35.08290121,NA,NA,"AS01SN13","S","S","N",1,"S01","S01SN1","S01SN1","S01","SN","4/21/21 16:49",16,49,16.81666667,"Spring",NA,NA,NA,NA,NA,NA,NA,0,0,"S111","JTMR008BT",0,3467,19504,155,978,71,0,3424,126,23,0,0,0,0,0,10,0,8,557,0,2221,0,0,12,988,0,0,136,27,243,8490,2,0,0,118,0,135,586,2,0
294,294,"4/22/21 8:53",1,5,1,0,1,-119.6807534,35.08219474,NA,NA,"AS05PE13","S","P","E",1,"S05","S05PE1","S05PE1","S05","PE","4/22/21 8:53",8,53,8.883333333,"Spring",NA,NA,NA,32.91,32.8,33.82,33.31,4,1,"S501","JTMR008AX",0,1782,19054,18,1101,31,0,3112,53,123,0,0,2,0,0,0,0,10,757,0,1948,0,0,17,701,0,0,103,40,132,6679,0,0,15,7,0,34,573,3,8
295,295,"4/22/21 9:49",1,2,1,1,1,-119.6752519,35.08399229,NA,NA,"AS02SN13","S","P","N",1,"S02","S02PN1","S02SN1","S02","PN","4/22/21 9:49",9,49,9.816666667,"Spring",NA,NA,NA,NA,NA,NA,NA,0,0,"S211","JTMR009AJ",0,1089,23045,7,1100,73,0,2538,10,50,0,0,10,13,0,2,0,27,1067,0,1456,0,5,23,515,0,0,60,107,179,5694,0,0,55,16,0,67,679,4,6
296,296,"4/22/21 9:55",1,2,0,1,1,-119.6753931,35.08397755,NA,NA,"AS02PN13","S","S","N",1,"S02","S02SN1","S02PN1","S02","SN","4/22/21 9:55",9,55,9.916666667,"Spring",NA,NA,NA,NA,NA,NA,NA,0,0,"S211","JTMR008EC",0,1513,17063,48,728,37,0,4188,51,820,0,8,0,6,0,0,0,17,2684,0,1458,0,0,6,428,0,0,66,39,136,6575,0,0,0,58,0,19,436,0,0
301,301,"4/19/21 16:55",1,7,0,0,1,-119.6549475,35.08328973,NA,NA,"AS07SN14","S","S","E",1,"S07","S07SE1","S07SN1","S07","SE","4/19/21 16:55",16,55,16.91666667,"Spring",NA,NA,NA,NA,NA,NA,NA,0,0,"S701","JTMR008DT",0,3100,18022,204,736,3,0,3688,71,1239,0,11,0,0,0,26,0,0,279,0,1786,0,0,31,503,0,0,65,27,195,5220,0,0,0,17,0,62,309,0,0
302,302,"4/19/21 17:05",1,7,1,0,1,-119.655221,35.06577047,NA,NA,"AS07PE14","S","P","E",1,"S07","S07PE1","S07PE1","S07","PE","4/19/21 17:05",17,5,17.08333333,"Spring",NA,NA,NA,NA,NA,NA,NA,0,0,"S701","JTMR008BG",0,1208,16798,6,655,24,0,2420,6,55,0,3,0,0,0,18,0,51,721,0,1110,0,7,6,588,0,0,79,36,76,5335,0,0,18,0,0,27,320,0,0
303,303,"4/19/21 11:10",1,8,1,0,1,-119.6802852,35.05927597,NA,NA,"AS08PE14","S","P","E",1,"S08","S08PE1","S08PE1","S08","PE","4/19/21 11:10",11,10,11.16666667,"Spring",NA,NA,NA,36.26,NA,36.69,35.22,3,1,"S801","JTMR008BA",0,1607,22628,15,935,60,0,3202,12,46,0,4,2,13,0,0,0,42,1467,0,1551,0,0,0,573,0,0,66,101,184,6168,0,2,21,32,0,79,524,12,0
304,304,"4/19/21 11:39",1,8,0,0,1,-119.6800302,35.0587963,NA,NA,"AS08SE14","S","S","E",1,"S08","S08SE1","S08SE1","S08","SE","4/19/21 11:39",11,39,11.65,"Spring",NA,NA,NA,NA,NA,NA,NA,0,0,"S801","JTMR008K",0,2043,14996,27,687,11,0,3195,51,26,0,0,0,0,0,29,0,12,406,0,1310,0,0,24,723,0,0,58,21,92,5413,0,0,0,20,0,19,228,0,0
306,306,"4/19/21 14:38",1,10,0,0,1,-119.480762,34.98586131,NA,NA,"AS10SE14","S","S","E",1,"S10","S10SE1","S10SE1","S10","SE","4/19/21 14:38",14,38,14.63333333,"Spring",NA,NA,NA,NA,NA,NA,NA,0,0,"S1001","JTMR009ED",0,1227,18905,203,1089,40,0,3013,26,298,0,0,0,0,0,10,0,0,62,0,1921,0,0,0,318,0,0,28,11,178,5778,0,0,5,10,0,70,198,0,0
309,309,"4/19/21 14:08",1,10,1,1,1,-119.6921527,35.06498,NA,NA,"AS10PN14","S","P","N",1,"S10","S10PN1","S10PN1","S10","PN","4/19/21 14:08",14,8,14.13333333,"Spring",NA,NA,NA,NA,NA,NA,NA,0,0,"S1011","JTMR009CX",0,380,11959,151,1481,8,0,1351,6,1090,0,0,0,0,0,0,0,0,12,0,650,0,0,0,131,0,0,7,7,220,4656,0,0,0,0,0,6,54,0,0
310,310,"4/19/21 14:26",1,10,0,1,1,-119.6921896,35.06494627,NA,NA,"AS10SN14","S","S","N",1,"S10","S10SN1","S10SN1","S10","SN","4/19/21 14:26",14,26,14.43333333,"Spring",NA,NA,NA,NA,NA,NA,NA,0,0,"S1011","JTMR009AA",0,622,12212,28,689,0,0,1137,5,112,0,0,0,0,0,0,0,7,116,0,791,0,0,0,107,0,0,16,17,48,3320,0,0,6,5,0,20,83,5,0
311,311,"4/19/21 12:34",1,9,1,1,1,-119.6857639,35.06167467,NA,NA,"AS09PN14","S","P","N",1,"S09","S09PN1","S09PN1","S09","PN","4/19/21 12:34",12,34,12.56666667,"Spring",NA,NA,NA,32.39,32.8,32.87,32.46,4,1,"S911","JTMR008EY",0,977,15482,75,1228,15,0,1874,0,199,0,0,0,0,0,0,0,7,1109,0,946,0,0,0,357,0,0,33,45,46,6229,0,0,13,0,0,17,240,0,0
312,312,"4/19/21 12:49",1,9,0,1,1,-119.6858767,35.06172396,NA,NA,"AS09SN14","S","S","N",1,"S09","S09SN1","S09SN1","S09","SN","4/19/21 12:49",12,49,12.81666667,"Spring",NA,NA,NA,NA,NA,NA,NA,0,0,"S911","JTMR008CI",0,867,9848,27,966,3,0,891,8,1547,0,0,0,0,0,0,0,5,788,0,786,0,0,0,246,0,0,4,12,18,3611,0,0,0,8,0,1,101,0,0
313,313,"4/19/21 12:59",1,9,1,0,1,-119.6859942,35.06130704,NA,NA,"AS09PE14","S","P","E",1,"S09","S09PE1","S09PE1","S09","PE","4/19/21 12:59",12,59,12.98333333,"Spring",NA,NA,NA,NA,NA,37.11,NA,1,0,"S901","JTMR009CY",6,1106,10271,38,869,0,0,1908,12,6563,0,0,0,0,5,0,0,0,179,0,979,0,0,0,335,0,0,27,0,218,5489,0,0,8,0,0,8,91,0,0
314,314,"4/19/21 13:07",1,9,0,0,1,-119.6860301,35.06126718,NA,NA,"AS09SE14","S","S","E",1,"S09","S09SE1","S09SE1","S09","SE","4/19/21 13:07",13,7,13.11666667,"Spring",NA,NA,NA,NA,NA,NA,NA,0,0,"S901","JTMR009EV",0,1515,15347,22,869,20,0,2000,17,341,0,0,0,2,0,0,0,6,102,0,1104,0,0,0,312,0,0,33,29,147,5551,0,0,5,10,0,28,276,0,0
316,316,"4/19/21 10:20",1,8,1,1,1,-119.6803251,35.05925036,NA,NA,"AS08PN14","S","P","N",1,"S08","S08PN1","S08PN1","S08","PN","4/19/21 10:20",10,20,10.33333333,"Spring",NA,NA,NA,33.36,33.64,33.54,34.29,4,1,"S811","JTMR009AE",0,788,25769,82,2343,67,0,3519,32,366,0,10,0,0,0,7,0,9,679,0,1760,0,0,5,399,0,0,48,13,131,11456,0,3,20,0,0,9,289,0,4
317,317,"4/19/21 10:42",1,8,0,1,1,-119.6803061,35.0592554,NA,NA,"AS08SN14","S","S","N",1,"S08","S08SN1","S08SN1","S08","SN","4/19/21 10:42",10,42,10.7,"Spring",NA,NA,NA,NA,NA,NA,NA,0,0,"S811","JTMR008AF",3,3676,29521,74,833,30,0,7957,114,87,0,11,0,0,0,66,0,16,851,0,3011,4,16,49,774,0,0,117,65,357,9411,0,0,0,86,0,114,441,0,9
318,318,"4/19/21 14:38",1,10,1,0,1,-119.6926353,35.0647591,NA,NA,"AS10PE14","S","P","E",1,"S10","S10PE1","S10PE1","S10","PE","4/19/21 14:38",14,38,14.63333333,"Spring",NA,NA,NA,28.38,29.07,29.42,29.41,4,1,"S1001","JTMR008EG",0,894,15021,12,346,0,0,2637,15,0,0,0,0,0,0,0,0,4,1492,0,750,0,0,19,265,0,0,40,0,96,3156,0,0,0,0,0,60,151,0,0
319,319,"4/19/21 15:52",1,7,1,1,1,-119.6555894,35.08361336,NA,NA,"AS07PN14","S","P","N",1,"S07","S07PN1","S07PN1","S07","PN","4/19/21 15:52",15,52,15.86666667,"Spring",NA,NA,NA,NA,NA,NA,NA,0,0,"S711","JTMR009AV",0,413,21373,45,3412,84,0,1221,8,1154,0,13,0,0,0,0,0,13,333,0,1029,0,0,0,524,0,0,19,93,36,11584,0,0,0,0,0,0,338,0,0
320,320,"4/19/21 16:10",1,7,0,1,1,-119.6556631,35.08355597,NA,NA,"AS07SE14","S","S","N",1,"S07","S07SN1","S07SE1","S07","SN","4/19/21 16:10",16,10,16.16666667,"Spring",NA,NA,NA,NA,NA,NA,NA,0,0,"S711","JTMR009EG",4,3090,25217,125,1256,58,0,3998,41,220,0,0,0,0,0,6,0,6,125,0,2011,0,0,6,584,0,0,94,60,197,7649,6,0,6,23,0,69,556,0,0
321,321,"4/20/21 8:54",0,1,1,1,1,-119.7464592,35.13335429,NA,NA,"AC01PN14","C","P","N",1,"C01","C01PN1","C01PN1","C01","PN","4/20/21 8:54",8,54,8.9,"Spring",NA,NA,NA,NA,NA,NA,NA,0,0,"C111","JTMR009CZ",0,2482,30281,69,2049,95,0,8702,16,93,0,0,7,0,0,0,0,4,1686,0,3127,0,0,0,827,0,0,93,19,896,12321,0,0,12,4,0,15,379,0,0
322,322,"4/20/21 9:19",0,1,0,1,1,-119.7465261,35.13336847,NA,NA,"AC01SN14","C","S","N",1,"C01","C01SN1","C01SN1","C01","SN","4/20/21 9:19",9,19,9.316666667,"Spring",NA,NA,NA,NA,NA,NA,NA,0,0,"C111","JTMR008CN",11,1994,20548,61,1249,21,0,3949,21,462,0,0,0,0,4,0,0,6,293,0,1505,0,0,10,480,0,0,49,6,162,7412,0,0,6,4,0,43,757,0,0
323,323,"4/20/21 9:36",0,1,1,0,1,-119.7465626,35.13333827,NA,NA,"AC01PE14","C","P","E",1,"C01","C01PE1","C01PE1","C01","PE","4/20/21 9:36",9,36,9.6,"Spring",NA,NA,NA,NA,NA,NA,NA,0,0,"C101","JTMR008BC",0,756,26544,4,1185,15,0,1858,13,0,0,10,2,0,0,0,0,12,980,0,1190,0,0,2,167,0,0,32,101,101,6349,0,0,15,0,0,14,356,5,0
324,324,"4/20/21 11:58",0,5,1,1,1,-119.7390416,35.12009123,NA,NA,"AC05PN14","C","P","N",1,"C05","C05PN1","C05PN1","C05","PN","4/20/21 11:58",11,58,11.96666667,"Spring",NA,NA,NA,35.7,36.29,NA,NA,2,0,"C511","JTMR008CL",0,1241,18992,117,2079,41,0,3778,72,697,0,6,0,0,0,0,0,0,231,0,1323,0,0,0,357,0,0,47,4,133,9034,0,0,3,0,0,12,447,0,0
325,325,"4/20/21 12:07",0,5,0,1,1,-119.7390459,35.12011426,NA,NA,"AC05SN14","C","S","N",1,"C05","C05SN1","C05SN1","C05","SN","4/20/21 12:07",12,7,12.11666667,"Spring",NA,NA,NA,NA,NA,NA,NA,0,0,"C511","JTMR009BN",0,1734,22659,133,1261,25,0,4479,9,957,0,4,0,0,0,6,0,5,252,0,1671,0,0,0,391,0,0,65,20,176,6872,0,0,7,2,0,65,299,0,0
326,326,"4/20/21 12:18",0,5,1,0,1,-119.7388057,35.11962447,NA,NA,"AC05PE14","C","P","E",1,"C05","C05PE1","C05PE1","C05","PE","4/20/21 12:18",12,18,12.3,"Spring",NA,NA,NA,NA,NA,NA,NA,0,0,"C501","JTMR008EN",0,927,15155,19,2091,143,0,3414,45,3,0,2,0,0,0,6,0,18,960,0,1187,0,0,8,794,0,0,87,40,73,5739,0,0,16,16,0,19,729,0,5
327,327,"4/20/21 12:30",0,5,0,0,1,-119.7387258,35.11962593,NA,NA,"AC05SE14","C","S","E",1,"C05","C05SE1","C05SE1","C05","SE","4/20/21 12:30",12,30,12.5,"Spring",NA,NA,NA,NA,NA,NA,NA,0,0,"C501","JTMR008DY",0,1681,14224,61,635,6,0,2736,36,35,0,0,2,0,0,0,0,0,247,0,1153,0,0,0,373,0,0,56,61,74,4303,0,0,0,0,0,31,319,0,0
329,329,"4/20/21 15:06",0,8,1,0,1,-119.7303208,35.11330633,NA,NA,"AC08PE14","C","P","E",1,"C08","C08PE1","C08PE1","C08","PE","4/20/21 15:06",15,6,15.1,"Spring",NA,NA,NA,NA,NA,NA,NA,0,0,"C801","JTMR009ES",0,691,16470,46,1172,22,0,2216,0,52,0,5,0,0,0,0,0,0,9670,0,969,0,0,0,324,0,0,24,53,41,5723,0,0,0,0,0,16,124,0,0
330,330,"4/20/21 15:12",0,8,0,0,1,-119.7303044,35.11333615,NA,NA,"AC08SE14","C","S","E",1,"C08","C08SE1","C08SE1","C08","SE","4/20/21 15:12",15,12,15.2,"Spring",NA,NA,NA,NA,NA,NA,NA,0,0,"C801","JTMR008DU",0,999,10834,49,494,6,0,3179,14,0,0,0,0,0,0,0,0,0,596,0,887,0,0,0,128,0,0,21,7,51,3315,0,0,0,18,0,12,111,0,3
331,331,"4/20/21 16:02",0,7,0,1,1,-119.7328044,35.10881524,NA,NA,"AC07SN14","C","S","N",1,"C07","C07SN1","C07SN1","C07","SN","4/20/21 16:02",16,2,16.03333333,"Spring",NA,NA,NA,NA,NA,NA,NA,0,0,"C711","JTMR009CQ",0,1963,18526,107,1287,6,0,3902,12,291,0,0,0,0,0,3,0,0,198,0,1423,0,0,0,461,0,0,50,6,378,5796,0,0,0,0,0,20,136,0,0
332,332,"4/20/21 16:26",0,7,1,0,1,-119.7322054,35.10828516,NA,NA,"AC07PE14","C","P","E",1,"C07","C07PE1","C07PE1","C07","PE","4/20/21 16:26",16,26,16.43333333,"Spring",NA,NA,NA,NA,NA,NA,NA,0,0,"C701","JTMR009FB",4,3096,29045,77,1301,93,0,6140,31,57,0,0,3,0,8,0,0,0,214,0,2513,0,0,0,1470,0,0,183,51,338,13772,0,0,0,0,0,11,776,6,4
334,334,"4/20/21 9:33",0,1,0,0,1,-119.7461097,35.13267475,NA,NA,"AC01SE14","C","S","E",1,"C01","C01SE1","C01SE1","C01","SE","4/20/21 9:33",9,33,9.55,"Spring",NA,NA,NA,NA,NA,NA,NA,0,0,"C101","JTMR009EK",11,1018,24549,89,1694,11,0,7120,24,279,0,6,0,0,0,0,0,4,316,0,2673,0,0,0,333,0,0,24,0,166,7582,0,0,7,0,0,16,486,0,0
337,337,"4/20/21 13:35",0,6,0,1,1,-119.7484989,35.11545547,NA,NA,"AC06SN14","C","S","N",1,"C06","C06SN1","C06SN1","C06","SN","4/20/21 13:35",13,35,13.58333333,"Spring",NA,NA,NA,NA,NA,NA,NA,0,0,"C611","JTMR009DT",0,3685,36928,76,896,52,0,10644,123,79,0,0,0,0,4,5,0,22,573,0,4529,0,0,32,843,0,0,139,31,555,7660,0,0,19,0,0,116,817,3,0
338,338,"4/20/21 13:40",0,6,1,1,1,-119.7481216,35.08300489,NA,NA,"AC06PN14","C","P","N",1,"C06","C06PN1","C06PN1","C06","PN","4/20/21 13:40",13,40,13.66666667,"Spring",NA,NA,NA,NA,NA,NA,NA,0,0,"C611","JTMR009AT",0,483,21577,95,3276,144,0,2307,12,930,0,0,0,0,0,0,0,12,1476,0,1653,0,0,0,665,0,0,11,103,97,10974,0,0,18,0,0,6,599,0,0
339,339,"4/20/21 13:55",0,6,0,0,1,-119.7480654,35.11496663,NA,NA,"AC06SE14","C","S","E",1,"C06","C06SE1","C06SE1","C06","SE","4/20/21 13:55",13,55,13.91666667,"Spring",NA,NA,NA,NA,NA,NA,NA,0,0,"C601","JTMR008AB",5,2563,25021,32,607,30,0,6027,82,40,0,0,0,0,0,11,0,31,357,0,1918,0,0,2,868,0,0,107,101,147,7066,4,0,9,0,0,34,471,0,0
340,340,"4/20/21 14:46",0,8,1,1,1,-119.7311212,35.11667308,NA,NA,"AC08PN14","C","P","N",1,"C08","C08PN1","C08PN1","C08","PN","4/20/21 14:46",14,46,14.76666667,"Spring",NA,NA,NA,35.28,35.2,36.95,NA,3,1,"C811","JTMR009BF",0,1009,29860,23,1992,119,0,3735,22,216,0,0,0,3,0,3,0,39,2180,0,1515,0,0,17,858,0,0,99,225,198,8274,0,0,93,9,0,49,1200,6,4
341,341,"4/21/21 8:25",1,6,1,1,1,-119.6600529,35.08097156,NA,NA,"AS06PN14","S","P","N",1,"S06","S06PN1","S06PN1","S06","PN","4/21/21 8:25",8,25,8.416666667,"Spring",NA,NA,NA,NA,NA,NA,NA,0,0,"S611","JTMR008CH",0,422,10166,61,1334,18,0,1093,16,102,0,0,0,0,0,0,0,0,78,0,484,0,0,0,135,0,0,14,19,18,4446,0,0,0,0,0,0,140,0,0
342,342,"4/21/21 8:36",1,6,0,1,1,-119.6600839,35.08096151,NA,NA,"AS06SN14","S","S","N",1,"S06","S06SN1","S06SN1","S06","SN","4/21/21 8:36",8,36,8.6,"Spring",NA,NA,NA,NA,NA,NA,NA,0,0,"S611","JTMR008AJ",0,3868,18760,72,636,5,0,3741,29,32,0,0,0,0,0,9,0,13,765,0,1515,0,3,12,502,0,0,57,70,211,7098,0,0,7,24,0,76,777,0,0
344,344,"4/21/21 8:57",1,6,1,0,1,-119.6595725,35.0814153,NA,NA,"AS06PE14","S","P","E",1,"S06","S06PE1","S06PE1","S06","PE","4/21/21 8:57",8,57,8.95,"Spring",NA,NA,NA,34.82,35.07,34.88,35.02,4,1,"S601","JTMR008DI",0,848,19355,114,1629,0,0,1685,36,555,0,7,0,0,0,0,0,0,590,0,1466,0,0,0,220,0,0,37,0,77,7109,0,0,19,0,0,51,138,4,0
345,345,"4/21/21 9:06",1,6,0,0,1,-119.659586,35.08134149,NA,NA,"AS06SE14","S","S","E",1,"S06","S06SE1","S06SE1","S06","SE","4/21/21 9:06",9,6,9.1,"Spring",NA,NA,NA,NA,NA,NA,NA,0,0,"S601","JTMR008CT",16,1775,26876,104,1638,28,0,4394,39,12,0,0,0,0,0,3,0,19,1448,0,2159,0,0,3,517,0,0,140,76,461,9743,8,0,5,4,0,6,214,0,0
346,346,"4/21/21 10:04",0,2,1,1,1,-119.7284223,35.1303838,NA,NA,"AC02SN14","C","P","N",1,"C02","C02PN1","C02SN1","C02","PN","4/21/21 10:04",10,4,10.06666667,"Spring",NA,NA,NA,NA,39.46,NA,NA,1,0,"C211","JTMR008DM",0,1636,15540,43,844,34,0,2406,60,399,0,0,0,0,0,0,0,10,220,0,1198,0,0,0,476,0,0,27,0,74,5523,0,0,5,0,0,15,250,0,0
347,347,"4/21/21 10:21",0,2,0,1,1,-119.72299,35.13051497,NA,NA,"AC02PN14","C","S","N",1,"C02","C02SN1","C02PN1","C02","SN","4/21/21 10:21",10,21,10.35,"Spring",NA,NA,NA,NA,NA,NA,NA,0,0,"C211","JTMR008AS",0,715,18262,134,6792,208,0,2145,11,239,0,0,0,44,0,0,0,27,3482,0,1289,0,0,0,950,0,0,15,124,49,14028,0,0,69,0,0,3,724,0,0
348,348,"4/21/21 10:41",0,2,0,0,1,-119.7226716,35.13090319,NA,NA,"AC02SE14","C","S","E",1,"C02","C02SE1","C02SE1","C02","SE","4/21/21 10:41",10,41,10.68333333,"Spring",NA,NA,NA,NA,NA,NA,NA,0,0,"C201","JTMR009FC",7,2568,29438,97,1658,77,0,5170,25,434,0,0,0,0,0,4,0,8,220,0,2306,4,0,4,802,0,0,61,19,327,9871,0,0,0,0,0,77,497,3,0
350,350,"4/21/21 11:54",0,4,1,0,1,-119.7249263,35.12218561,NA,NA,"AC04PE14","C","P","E",1,"C04","C04PE1","C04PE1","C04","PE","4/21/21 11:54",11,54,11.9,"Spring",NA,NA,NA,NA,NA,NA,NA,0,0,"C401","JTMR008EX",0,873,25161,7,1393,81,0,4471,34,310,0,16,0,0,0,0,0,8,1280,0,1244,6,0,0,361,0,0,86,107,361,6733,0,0,54,3,0,2,487,0,0
351,351,"4/21/21 12:14",0,4,0,0,1,-119.724714,35.1218074,NA,NA,"AC04SE14","C","S","E",1,"C04","C04SE1","C04SE1","C04","SE","4/21/21 12:14",12,14,12.23333333,"Spring",NA,NA,NA,NA,NA,NA,NA,0,0,"C401","JTMR009AG",9,2113,25137,109,1837,60,0,5400,43,22,0,0,2,0,0,0,0,6,1275,0,2687,0,0,8,778,0,0,40,88,278,7811,0,0,28,29,0,27,436,2,0
353,353,"4/21/21 13:45",0,10,1,0,1,-119.701476,35.11423216,NA,NA,"AC10PE14","C","P","E",1,"C10","C10PE1","C10PE1","C10","PE","4/21/21 13:45",13,45,13.75,"Spring",NA,NA,NA,NA,NA,NA,NA,0,0,"C1001","JTMR008EP",0,684,15727,82,2622,25,0,2658,0,128,0,0,0,0,0,0,0,7,534,0,894,0,0,0,241,0,0,22,12,72,7941,0,0,0,19,0,0,248,0,3
354,354,"4/21/21 13:54",0,10,0,0,1,-119.7014153,35.11426241,NA,NA,"AC10SE14","C","S","E",1,"C10","C10SE1","C10SE1","C10","SE","4/21/21 13:54",13,54,13.9,"Spring",NA,NA,NA,NA,NA,NA,NA,0,0,"C1001","JTMR008BI",4,1845,29064,109,2328,87,0,5498,22,25,0,0,0,5,0,7,0,13,1038,0,2260,13,0,21,894,0,0,71,135,233,10845,0,0,82,0,0,56,677,0,10
358,358,"4/21/21 16:54",1,1,1,0,1,-119.6693035,35.08245118,NA,NA,"AS01PE14","S","P","E",1,"S01","S01PE1","S01PE1","S01","PE","4/21/21 16:54",16,54,16.9,"Spring",NA,NA,NA,NA,NA,NA,NA,0,0,"S101","JTMR009DB",0,616,23304,169,3585,85,0,1007,15,114,0,17,0,0,0,0,0,0,223,0,1348,0,0,8,287,0,0,9,54,98,10391,0,0,0,0,0,0,97,0,0
