"X.1","X","date_time_samp","site","plot_num","treatment","exclosure","paired","longitude","latitude","man_long","man_lat","barcode","siteX","treatmentX","exclosureX","pairedX","plot","cluster","clusterBC","plotBC","factorial","Date","hour","minute","time","season","notes_cluster","number","year","CT1","CT2","CT3","CT4","Ct_detects","positive","cluster_pair","Library_Name","0319-6G20","0319-7L14","053A03-B-DI-P58","11-24","211ds20","Abditibacteriales","Acetobacterales","Acholeplasmatales","Acidaminococcales","Acidiferrobacterales","Acidimicrobiales","Acidobacteriae","Acidobacteriales","Actinomarinales","AD3","AKAU4049","Alicyclobacillales","Alphaproteobacteria_Incertae_Sedis","Anaerolineales","Ardenticatenales","Armatimonadales","Azospirillales","B10-SB3A","B12-WMSP1","Babeliales","Bacillales","bacteriap25","Bacteriovoracales","Bacteroidales","Bacteroidetes_VC2.1_Bac22","BD2-11_terrestrial_group","Bdellovibrionales","Berkelbacteria","Blastocatellales","Blfdi19","Bradymonadales","Brevibacillales","Bryobacterales","Burkholderiales","C0119","Caedibacterales","Caldilineales","Campylobacterales","Candidatus_Jorgensenbacteria","Candidatus_Kaiserbacteria","Candidatus_Moranbacteria","Candidatus_Nomurabacteria","Candidatus_Pacebacteria","Candidatus_Peribacteria","Candidatus_Woesebacteria","Candidatus_Yanofskybacteria","Caulobacterales","CCD24","Cellvibrionales","Chitinophagales","Chlamydiales","Chloroflexales","Chloroplast","Christensenellales","Chthoniobacterales","Chthonomonadales","Clostridia","Clostridia_UCG-014","Clostridia_vadinBB60_group","Clostridiales","Competibacterales","Coriobacteriales","Corynebacteriales","Coxiellales","Cyanobacteriales","Cytophagales","Deferribacterales","Defluviicoccales","Deinococcales","Desulfitibacterales","Desulfovibrionales","Diplorickettsiales","Dojkabacteria","Dongiales","DS-100","EC3","Elev-16S-573","Elsterales","Enterobacterales","Entomoplasmatales","Entotheonellales","EPR3968-O8a-Bc78","Erysipelotrichales","Eubacteriales","Euzebyales","Ferrovibrionales","FFCH16767","Fibrobacterales","Fimbriimonadales","Flavobacteriales","Frankiales","Gaiellales","GAL15","Gammaproteobacteria_Incertae_Sedis","Gastranaerophilales","Gemmatales","Gemmatimonadales","Geobacterales","Gitt-GS-136","Glycomycetales","GWA2-38-13b","Haliangiales","Holosporales","Hydrogenedentiales","IMCC26256","Isosphaerales","Izemoplasmatales","JG30-KF-CM66","JTB23","Kallotenuales","Kapabacteriales","Kazania","KD4-96","KI89A_clade","Kiloniellales","Kineosporiales","Ktedonobacterales","Lachnospirales","Lactobacillales","Legionellales","Leptolyngbyales","Limnochordales","Lineage_IIa","Lineage_IIb","Lineage_IIc","Lineage_IV","Longimicrobiales","Marine_Group_II","MB-A2-108","MBNT15","Methanobacteriales","Methylococcales","Micavibrionales","Micrococcales","Microgenomatia","Micromonosporales","Micropepsales","Microtrichales","mle1-27","Monoglobales","MSB-4B10","MVP-88","Mycoplasmatales","Myxococcales","N9D0","Nannocystales","NB1-j","Nitriliruptorales","Nitrosococcales","Nitrososphaerales","Nitrospirales","Obscuribacterales","Oceanospirillales","OLB14","Oligoflexales","OM190","Opitutales","Oscillospirales","Oxyphotobacteria_Incertae_Sedis","P2-11E","Paenibacillales","Paracaedibacterales","Parcubacteria","PB19","Pedosphaerales","Peptococcales","Peptostreptococcales-Tissierellales","Phormidesmiales","Phycisphaerales","Pirellulales","Pla4_lineage","Planctomycetales","PLTA13","Polyangiales","Propionibacteriales","Pseudomonadales","Pseudonocardiales","Puniceispirillales","Pyrinomonadales","R7C24","RBG-13-54-9","RCP2-54","Reyranellales","RF39","Rhizobiales","Rhodobacterales","Rhodospirillales","Rhodothermales","Rickettsiales","Rokubacteriales","Rubrobacterales","S0134_terrestrial_group","S085","Saccharimonadales","Salinisphaerales","SAR202_clade","SAR324_clade(Marine_group_B)","SBR1031","Sericytochromatia","SHA-26","Silvanigrellales","SJA-28","Sneathiellales","Solibacterales","Solirubrobacterales","Sphingobacteriales","Sphingomonadales","Staphylococcales","Steroidobacterales","Streptomycetales","Streptosporangiales","Subgroup_17","Subgroup_2","Subgroup_22","Subgroup_25","Subgroup_5","Subgroup_7","Sumerlaeales","Symbiobacteriales","Tepidisphaerales","Thalassobaculales","Thermoactinomycetales","Thermoanaerobaculales","Thermobaculales","Thermomicrobiales","Tistrellales","TK10","TX1A-33","UA11","uncultured","Unknown","vadinHA49","Vampirovibrionales","Veillonellales-Selenomonadales","Verrucomicrobiales","VHS-B3-70","Vicinamibacterales","Woesearchaeales","WPS-2","WS2","WWE3","Xanthomonadales","Zavarziniales"
391,391,"4/21/21 16:39",1,1,1,1,1,-119.6694763,35.08286182,NA,NA,"AS01PN14","S","P","N",1,"S01","S01PN1","S01PN1","S01","PN","4/21/21 16:39",16,39,16.65,"Spring",NA,NA,NA,NA,NA,NA,NA,0,0,"S111","JTMR008DJ",43,0,0,0,0,0,668,0,0,0,0,0,147,0,0,0,278,0,0,0,4,164,0,0,0,1715,0,0,0,0,8,10,0,59,13,0,17,427,1292,340,0,14,0,0,0,0,0,0,0,0,0,403,0,0,630,0,26,17,0,111,0,0,0,0,0,0,0,616,0,20,342,0,13,0,0,0,3,0,13,0,0,0,271,0,0,0,0,0,0,0,0,0,7,0,237,3987,284,0,36,0,7,1549,0,214,0,0,41,0,0,31,63,0,5,0,152,13,0,74,0,0,246,2,0,0,12,0,0,0,0,0,0,646,0,0,0,0,0,0,2128,3,977,44,106,0,0,0,0,0,47,0,0,0,0,0,6,0,0,14,19,5,0,58,0,0,0,407,0,4,0,116,0,0,0,0,0,0,0,0,236,2201,87,1468,0,119,15,0,0,38,0,2004,153,34,3,0,0,18,42,0,200,0,0,0,0,22,0,0,0,0,93,1807,199,967,0,42,3181,1032,0,0,0,0,3,92,3,0,93,0,14,9,0,1393,31,42,0,0,51,95,0,0,0,15,0,268,0,0,3,0,164,8
392,392,"4/21/21 16:49",1,1,0,1,1,-119.6695707,35.08290121,NA,NA,"AS01SN14","S","S","N",1,"S01","S01SN1","S01SN1","S01","SN","4/21/21 16:49",16,49,16.81666667,"Spring",NA,NA,NA,NA,NA,NA,NA,0,0,"S111","JTMR008AQ",59,141,0,86,0,0,1269,0,0,0,0,10,8,0,0,0,21,0,19,27,183,674,0,0,10,694,320,6,0,0,12,32,0,217,5,0,0,407,974,67,0,75,0,0,0,0,0,0,0,0,0,216,10,0,733,0,282,15,0,484,11,0,0,0,0,0,0,334,0,728,798,0,0,2,0,0,0,0,35,8,0,0,381,0,4,19,0,4,0,16,0,11,14,18,14,8600,786,0,76,0,0,2265,0,273,0,0,143,0,3,239,50,0,91,0,698,0,0,983,0,0,158,0,0,0,4,0,0,0,0,0,4,277,66,308,3,0,0,0,1265,0,1368,11,498,2,0,0,0,0,470,0,17,0,0,122,76,147,0,15,3,6,0,81,0,0,0,68,0,0,14,181,0,0,0,0,18,0,0,0,210,1605,0,1750,35,2086,0,5,5,68,0,5256,474,0,0,0,36,1911,72,51,32,27,0,0,33,15,0,0,0,0,61,3799,32,1381,0,108,475,458,26,0,3,0,16,336,7,0,24,4,5,246,0,2279,427,302,0,0,270,687,0,0,0,23,8,1002,0,0,4,0,0,0
394,394,"4/22/21 8:53",1,5,1,0,1,-119.6807534,35.08219474,NA,NA,"AS05PE14","S","P","E",1,"S05","S05PE1","S05PE1","S05","PE","4/22/21 8:53",8,53,8.883333333,"Spring",NA,NA,NA,NA,NA,NA,NA,0,0,"S501","JTMR009BR",0,37,0,42,0,0,309,0,0,0,0,0,0,0,0,0,5,0,9,6,8,367,0,0,0,473,80,0,0,0,0,8,0,54,0,0,0,215,537,70,0,68,0,0,0,0,0,0,0,0,0,204,0,21,296,0,94,35,0,231,6,0,0,0,0,0,0,522,0,0,248,0,0,0,0,0,0,0,4,4,0,0,160,0,0,0,0,0,0,0,0,0,0,0,58,3811,270,0,49,0,22,936,0,103,17,0,67,0,0,155,28,0,19,0,201,0,0,402,0,0,69,0,0,0,3,0,0,0,0,0,0,234,6,177,0,0,0,0,1244,0,1086,34,288,5,0,0,0,0,153,0,20,0,11,35,0,79,0,17,10,0,0,41,0,0,0,91,0,0,0,108,0,0,0,0,3,0,0,0,313,1258,23,1608,24,599,0,0,0,51,0,2464,31,8,0,9,12,1088,5,0,11,0,0,0,10,0,0,0,0,5,13,2201,65,762,0,48,742,375,10,0,0,0,0,119,5,0,12,6,35,192,0,1727,128,128,0,0,127,250,0,0,0,49,0,489,0,6,5,0,58,0
395,395,"4/22/21 9:49",1,2,1,1,1,-119.6752519,35.08399229,NA,NA,"AS02SN14","S","P","N",1,"S02","S02PN1","S02SN1","S02","PN","4/22/21 9:49",9,49,9.816666667,"Spring",NA,NA,NA,NA,NA,NA,NA,0,0,"S211","JTMR009DM",12,218,0,0,0,5,546,0,0,0,0,0,2,0,0,12,13,0,0,0,29,249,0,0,0,667,16,17,0,0,5,50,0,86,8,0,17,160,1158,48,0,10,0,0,0,0,0,0,0,0,0,249,5,11,455,0,47,0,0,151,0,0,0,0,0,0,0,322,0,509,1112,0,0,2,0,0,0,0,21,0,0,0,71,0,0,0,0,4,0,22,5,0,15,4,13,5538,604,0,11,0,5,988,0,258,260,0,37,0,0,90,40,0,19,0,224,7,0,268,0,0,329,0,0,0,0,0,0,0,0,0,0,181,13,255,0,0,0,0,3291,0,1085,0,294,0,0,0,0,0,139,0,18,0,0,30,33,24,3,24,6,0,0,24,0,0,0,102,0,0,0,108,0,0,0,0,5,0,0,0,137,2774,26,1466,7,99,0,0,0,52,0,2806,384,0,0,0,0,761,101,0,47,12,0,0,5,0,0,0,0,0,0,2253,405,830,0,119,2328,662,10,0,0,0,0,63,38,0,10,9,4,43,3,1394,95,122,0,10,120,217,0,0,0,16,0,417,0,5,2,0,239,0
396,396,"4/22/21 9:55",1,2,0,1,1,-119.6753931,35.08397755,NA,NA,"AS02PN14","S","S","N",1,"S02","S02SN1","S02PN1","S02","SN","4/22/21 9:55",9,55,9.916666667,"Spring",NA,NA,NA,NA,NA,NA,NA,0,0,"S211","JTMR009AP",0,179,0,40,0,0,864,0,0,5,0,0,0,0,0,0,8,0,23,12,123,654,0,0,0,288,176,0,0,0,0,24,0,65,7,0,0,233,856,213,0,26,0,0,0,0,0,0,13,0,0,166,9,0,266,0,259,77,0,404,0,0,0,0,0,0,0,501,0,99,699,0,0,2,0,0,2,0,17,5,0,0,274,0,4,0,0,0,0,26,0,0,27,22,7,10640,829,0,76,0,32,1555,0,323,11,0,62,0,0,280,71,0,160,0,984,5,0,896,0,0,162,0,0,0,4,0,0,14,0,0,0,313,30,336,9,0,0,0,1416,0,1850,0,545,0,0,0,0,0,101,0,0,0,5,85,75,112,8,8,8,0,0,52,0,11,0,88,0,9,7,153,0,0,0,0,35,0,0,0,239,1333,0,1865,52,969,0,0,0,52,0,4704,211,0,0,32,9,2422,54,86,42,0,6,0,27,4,0,0,0,0,19,4020,34,945,0,138,674,489,32,0,0,0,7,231,23,0,69,4,6,118,0,3813,372,341,0,0,245,849,0,0,0,24,4,709,0,0,7,0,29,0
401,401,"4/19/21 16:55",1,7,0,0,1,-119.6549475,35.08328973,NA,NA,"AS07SN15","S","S","E",1,"S07","S07SE1","S07SN1","S07","SE","4/19/21 16:55",16,55,16.91666667,"Spring",NA,NA,NA,NA,NA,NA,NA,0,0,"S701","JTMR008FC",0,326,0,138,6,2,770,0,0,4,4,0,10,0,0,19,0,0,0,0,126,192,0,0,2,200,337,0,0,0,8,11,2,64,11,0,0,347,479,353,0,23,0,0,0,0,0,0,0,0,0,121,0,0,424,0,263,122,0,1130,11,0,0,0,0,0,0,269,0,197,259,0,0,2,0,0,0,0,6,9,0,0,684,0,6,71,0,0,0,0,0,0,3,18,0,6143,1812,0,91,0,44,1981,0,28,12,0,50,0,0,217,74,0,88,0,875,12,0,828,0,0,538,0,0,0,0,0,0,8,0,0,0,196,19,386,7,0,0,0,399,0,1630,11,382,0,0,6,0,0,144,0,0,0,10,148,16,119,0,0,0,5,0,72,0,0,0,109,0,0,0,88,0,0,0,0,11,0,3,0,160,557,0,1332,13,2375,0,0,11,77,0,2450,30,0,0,13,71,2552,60,41,78,0,0,0,13,0,0,0,0,0,52,4232,13,768,0,75,414,454,6,2,0,0,0,299,4,0,40,0,0,46,6,2294,269,505,0,5,216,1200,0,0,0,16,0,819,0,0,0,0,7,0
402,402,"4/19/21 17:05",1,7,1,0,1,-119.655221,35.06577047,NA,NA,"AS07PE15","S","P","E",1,"S07","S07PE1","S07PE1","S07","PE","4/19/21 17:05",17,5,17.08333333,"Spring",NA,NA,NA,NA,NA,NA,NA,0,0,"S701","JTMR008CB",0,0,0,0,0,0,1717,0,0,0,0,0,0,0,0,0,6,0,0,2,126,281,0,0,0,60,68,19,0,0,0,63,0,145,4,0,0,327,1924,36,0,29,0,0,0,0,0,0,0,0,0,387,0,28,804,0,87,96,0,358,0,0,0,0,0,0,0,175,0,108,1293,0,0,0,0,0,0,0,0,2,0,0,167,0,0,10,0,0,0,0,0,0,13,16,156,12037,163,0,0,0,0,1201,0,13,2,0,95,0,0,40,56,0,6,0,304,3,0,213,0,0,515,0,0,0,5,0,0,0,0,0,0,236,0,14,0,0,0,0,1810,0,2152,9,276,17,0,0,0,0,317,0,38,0,0,10,52,35,0,13,0,0,0,20,0,0,0,13,0,0,0,35,0,0,0,0,0,0,0,0,348,1093,76,1268,13,360,0,0,0,11,0,3764,331,0,0,9,0,774,0,0,6,0,0,0,47,7,0,0,0,0,0,1257,198,1165,0,10,575,259,0,0,0,0,0,57,0,0,35,0,0,32,0,1021,149,80,0,0,100,228,0,0,0,34,0,260,0,0,0,0,41,0
403,403,"4/19/21 11:10",1,8,1,0,1,-119.6802852,35.05927597,NA,NA,"AS08PE15","S","P","E",1,"S08","S08PE1","S08PE1","S08","PE","4/19/21 11:10",11,10,11.16666667,"Spring",NA,NA,NA,NA,NA,NA,NA,0,0,"S801","JTMR009B",16,85,0,0,0,0,292,0,0,0,0,0,0,0,0,0,0,0,0,19,37,536,0,0,0,162,68,0,0,0,13,7,0,32,0,0,0,121,411,30,0,25,0,0,0,0,0,0,0,0,0,140,8,30,306,0,49,18,0,50,2,0,0,0,0,0,0,134,0,3,386,0,0,0,0,0,0,0,0,9,0,0,118,0,0,0,0,0,0,14,0,0,14,0,6,4061,397,0,38,0,0,668,0,159,0,0,67,0,0,128,142,0,37,0,274,9,0,502,0,0,58,0,0,0,0,0,0,0,0,0,0,246,0,155,0,0,0,0,750,0,613,8,362,0,0,0,0,0,58,0,8,0,0,0,11,68,0,10,11,3,0,11,0,5,0,0,0,0,5,44,0,0,0,0,0,0,0,0,56,675,10,651,31,335,0,0,0,16,0,2103,80,0,0,0,7,985,39,30,15,0,0,0,8,0,0,0,0,0,0,1413,45,641,0,38,206,207,25,0,0,0,0,134,5,0,95,0,0,103,0,1891,304,199,0,0,86,308,0,0,0,4,0,470,0,0,3,0,10,0
404,404,"4/19/21 11:39",1,8,0,0,1,-119.6800302,35.0587963,NA,NA,"AS08SE15","S","S","E",1,"S08","S08SE1","S08SE1","S08","SE","4/19/21 11:39",11,39,11.65,"Spring",NA,NA,NA,NA,NA,NA,NA,0,0,"S801","JTMR008F",0,125,0,0,0,10,626,0,0,0,0,0,0,0,0,0,0,0,9,25,15,306,0,0,0,319,121,0,0,0,6,20,0,133,0,0,0,260,772,135,0,65,0,0,0,0,0,0,2,0,0,208,11,4,620,0,121,0,0,98,0,0,0,0,0,0,0,281,0,0,574,0,0,0,0,0,0,0,9,0,0,0,169,0,3,15,0,0,0,17,0,0,0,5,50,6307,249,0,60,0,6,1270,0,110,0,0,135,0,0,118,239,0,75,0,264,8,0,459,0,0,144,0,0,0,0,0,0,0,0,0,0,201,0,169,0,0,0,0,1191,0,1457,14,338,0,0,0,0,0,161,0,0,0,0,18,32,53,0,13,0,0,0,14,0,0,8,17,0,5,5,11,0,0,0,0,0,0,0,0,201,1204,25,1230,23,877,1,7,0,33,0,3675,80,0,3,0,0,1300,80,47,11,0,0,0,34,0,0,0,0,0,0,1911,50,859,0,23,198,280,37,0,0,0,0,184,0,0,135,0,10,65,0,1983,202,170,0,0,69,274,0,0,0,16,0,608,0,0,7,0,9,0
406,406,"4/19/21 14:38",1,10,0,0,1,-119.480762,34.98586131,NA,NA,"AS10SE15","S","S","E",1,"S10","S10SE1","S10SE1","S10","SE","4/19/21 14:38",14,38,14.63333333,"Spring",NA,NA,NA,NA,NA,NA,NA,0,0,"S1001","JTMR009DF",0,92,0,28,0,6,1371,0,0,0,0,0,7,0,0,0,0,0,0,0,131,241,0,0,0,93,58,0,0,0,0,50,0,95,0,0,0,267,541,96,0,18,0,0,0,0,0,0,0,0,0,155,0,0,925,0,145,8,0,86,0,0,0,0,0,0,0,165,0,8,881,0,0,5,0,0,5,0,0,4,0,0,178,2,0,0,0,0,0,4,0,0,0,0,0,10590,286,0,0,0,9,1496,0,43,0,0,50,0,0,90,200,0,31,0,214,0,0,339,0,0,705,0,0,0,0,0,0,0,0,0,0,374,3,51,0,0,0,0,1057,0,1580,0,172,0,0,0,0,0,81,0,0,0,0,9,18,28,0,0,0,0,0,0,0,0,0,10,0,0,0,18,0,0,0,0,0,0,0,0,96,1050,15,1566,13,667,0,0,0,16,0,2868,124,0,0,0,0,1219,9,20,8,0,0,0,2,0,0,0,0,0,0,2118,77,898,0,13,279,447,0,0,0,0,0,70,7,0,33,0,0,47,0,947,158,214,0,0,76,302,0,0,0,0,0,260,0,0,0,0,0,0
409,409,"4/19/21 14:08",1,10,1,1,1,-119.6921527,35.06498,NA,NA,"AEX01","S","P","N",1,"S10","S10PN1","EX01","EX0","PN","4/19/21 14:08",14,8,14.13333333,"Spring",NA,NA,NA,39.58,38.38,NA,35.77,3,1,"S1011","JTMR008T",0,41,0,0,0,12,1483,0,0,0,0,0,5,0,0,0,46,0,0,7,133,478,0,0,0,274,31,10,0,0,0,28,0,259,0,0,0,286,2140,107,0,28,0,0,0,0,0,0,0,0,0,307,0,138,1107,0,100,8,0,203,0,0,0,0,0,0,0,185,0,429,1675,0,0,0,0,0,0,0,0,0,0,0,83,0,0,0,0,0,0,21,0,0,5,11,282,9371,69,0,0,0,0,1333,0,33,0,0,32,0,0,0,18,0,23,0,523,0,0,232,0,0,423,0,0,0,8,0,0,0,0,0,0,330,0,19,0,0,0,0,2288,0,1619,0,269,8,0,0,0,0,120,0,19,0,0,15,8,6,0,20,0,8,0,22,0,0,0,2,0,0,0,10,0,0,0,0,0,0,0,0,170,1602,88,1313,0,231,0,0,0,0,0,3765,750,0,0,0,0,1269,0,0,9,0,0,0,23,0,0,0,0,0,0,1287,108,1083,0,8,456,174,0,0,0,0,0,0,3,0,30,0,8,96,0,1406,167,97,0,0,124,218,0,0,0,17,0,214,0,0,0,0,102,0
410,410,"4/19/21 14:26",1,10,0,1,1,-119.6921896,35.06494627,NA,NA,"AS10SN15","S","S","N",1,"S10","S10SN1","S10SN1","S10","SN","4/19/21 14:26",14,26,14.43333333,"Spring",NA,NA,NA,34.3,35.34,35.08,36.19,4,1,"S1011","JTMR009DL",25,145,0,35,0,15,1531,0,0,0,0,0,0,0,0,0,0,0,0,6,101,541,0,0,0,694,112,12,0,0,0,56,0,178,20,0,0,361,1622,134,0,45,0,0,0,0,0,0,0,0,0,415,0,0,1163,0,144,107,0,342,3,0,0,0,0,0,0,508,0,30,2051,0,0,0,0,0,0,0,4,0,0,0,215,0,27,0,0,0,0,35,0,0,31,4,24,13305,480,0,8,0,7,2335,0,103,13,0,100,0,11,155,218,0,84,0,707,14,0,738,0,0,597,0,0,0,0,0,0,0,0,0,0,683,14,145,0,0,0,0,3554,0,2377,11,475,14,0,0,0,0,183,0,0,0,0,43,34,65,0,27,0,0,0,58,0,0,0,88,0,2,0,106,0,0,0,0,0,0,0,0,237,2262,19,1897,20,1030,0,0,3,23,0,5389,652,0,0,2,0,2104,30,42,55,0,0,0,30,14,0,0,0,0,0,3315,116,1602,0,33,513,648,0,0,0,0,0,293,7,0,15,0,3,191,0,2577,267,427,0,0,209,565,0,0,0,13,0,547,0,0,3,0,54,0
411,411,"4/19/21 12:34",1,9,1,1,1,-119.6857639,35.06167467,NA,NA,"AS09PN15","S","P","N",1,"S09","S09PN1","S09PN1","S09","PN","4/19/21 12:34",12,34,12.56666667,"Spring",NA,NA,NA,36.04,NA,37.23,35.81,3,1,"S911","JTMR008DE",0,37,0,9,0,0,733,0,0,0,0,0,0,0,0,0,184,0,7,0,75,349,0,0,0,649,13,0,0,0,4,38,0,122,10,0,138,319,997,46,0,20,0,0,0,0,0,0,0,0,0,177,0,0,837,0,179,6,0,150,3,0,0,0,0,0,0,300,0,136,1105,0,0,9,0,0,14,0,0,4,0,0,163,81,0,0,0,0,0,10,0,0,10,11,12,7079,100,0,33,0,0,1435,0,50,7,0,28,0,0,52,61,0,28,0,192,0,0,423,0,0,306,0,0,0,0,0,0,4,0,0,0,227,0,11,0,0,0,0,2338,0,1607,0,231,12,0,0,0,0,245,0,0,0,0,11,29,13,3,14,9,7,0,31,0,0,0,126,0,0,0,42,0,0,0,0,0,0,0,0,198,1878,0,1787,0,319,0,0,0,25,0,3327,449,5,0,0,3,619,11,0,62,0,0,0,20,0,0,0,0,0,0,1983,136,1031,0,55,1106,413,0,0,0,0,0,39,0,0,59,0,52,48,0,1085,94,107,0,0,70,83,0,0,0,4,0,349,0,0,0,0,28,0
412,412,"4/19/21 12:49",1,9,0,1,1,-119.6858767,35.06172396,NA,NA,"AS09SN15","S","S","N",1,"S09","S09SN1","S09SN1","S09","SN","4/19/21 12:49",12,49,12.81666667,"Spring",NA,NA,NA,NA,NA,NA,NA,0,0,"S911","JTMR009EW",0,117,0,7,0,0,737,0,0,0,0,0,0,0,0,0,0,0,3,0,116,311,0,0,0,125,75,0,0,0,0,24,0,63,4,0,0,315,390,89,0,19,0,0,0,0,0,0,0,0,0,119,0,0,526,0,132,0,0,309,0,0,0,0,0,0,0,242,0,0,353,0,0,0,0,0,3,0,0,0,0,0,319,0,9,0,0,0,0,0,0,0,0,5,0,8190,412,0,11,0,3,1502,0,29,0,0,33,0,0,115,130,0,68,0,310,4,0,542,0,0,338,0,0,0,4,0,0,0,0,0,0,265,0,86,0,0,0,0,736,0,1558,6,252,0,0,0,0,0,102,0,0,0,12,23,0,27,14,5,0,0,0,40,0,0,0,14,0,0,0,36,0,0,0,0,0,0,4,0,109,820,0,1324,15,1155,0,0,0,8,0,2592,92,0,0,0,6,915,4,18,12,0,0,0,9,0,0,0,0,0,10,2419,16,685,0,0,270,435,7,0,0,0,0,131,10,0,19,0,0,44,0,956,229,126,0,0,105,321,0,0,0,7,3,441,0,0,0,0,9,0
413,413,"4/19/21 12:59",1,9,1,0,1,-119.6859942,35.06130704,NA,NA,"AS09PE15","S","P","E",1,"S09","S09PE1","S09PE1","S09","PE","4/19/21 12:59",12,59,12.98333333,"Spring",NA,NA,NA,NA,NA,NA,NA,0,0,"S901","JTMR009CE",9,28,0,0,0,2,561,0,0,0,0,0,0,0,0,0,0,0,0,0,19,760,0,0,0,292,21,0,210,0,0,18,0,93,0,0,0,264,880,18,0,37,0,0,0,0,0,0,0,0,0,534,7,13,396,0,126,943,0,141,0,0,0,0,0,2,6,876,0,17,604,0,0,0,0,10,0,0,0,0,0,0,66,143,45,0,0,11,0,0,0,0,0,0,309,4655,61,0,18,0,0,800,0,42,25,0,100,0,0,67,13,0,8,0,140,4,0,198,0,0,115,0,121,39,10,0,0,0,0,0,0,224,3,12,0,0,0,0,2822,0,1130,23,218,0,0,0,0,0,188,0,15,0,0,0,0,43,0,7,0,0,0,32,32,4,0,9,0,0,0,28,0,2,0,0,0,0,0,0,248,1504,184,1138,0,115,0,0,0,52,0,3359,209,5,0,57,0,237,13,0,38,0,0,0,28,0,0,0,0,0,0,1173,596,1302,0,47,972,358,8,0,0,0,0,128,0,0,47,0,0,53,0,925,77,37,0,0,54,88,0,0,0,85,0,330,0,0,0,0,216,0
414,414,"4/19/21 13:07",1,9,0,0,1,-119.6860301,35.06126718,NA,NA,"AS09SE15","S","S","E",1,"S09","S09SE1","S09SE1","S09","SE","4/19/21 13:07",13,7,13.11666667,"Spring",NA,NA,NA,NA,NA,NA,NA,0,0,"S901","JTMR008EF",19,50,0,38,0,0,360,0,0,0,0,0,3,0,0,0,0,0,4,0,47,198,0,0,0,709,124,0,0,0,5,0,0,46,3,0,0,126,808,50,0,32,0,0,0,0,0,0,0,0,0,139,0,0,295,0,100,4,0,199,9,0,0,0,0,0,0,174,0,0,301,0,0,0,0,0,0,0,0,0,0,0,270,0,0,7,0,0,0,0,0,0,0,0,57,4052,292,0,39,0,0,1031,0,32,0,0,78,0,0,118,60,0,41,0,304,10,0,373,0,0,168,0,0,0,11,0,0,0,0,0,0,410,5,65,0,0,0,0,1083,0,835,10,121,0,0,0,0,0,162,0,13,0,5,31,43,48,0,7,0,0,0,44,0,0,0,169,0,0,0,64,0,0,0,0,0,0,0,0,58,596,50,825,42,1101,0,0,7,10,0,1664,49,0,0,5,14,1419,15,11,45,0,0,0,12,4,0,0,0,0,0,1783,90,583,0,18,507,893,0,0,0,0,0,109,16,0,26,7,2,38,0,1212,195,115,0,0,67,250,0,0,0,0,0,442,0,0,0,0,66,0
416,416,"4/19/21 10:20",1,8,1,1,1,-119.6803251,35.05925036,NA,NA,"AS08PN15","S","P","N",1,"S08","S08PN1","S08PN1","S08","PN","4/19/21 10:20",10,20,10.33333333,"Spring",NA,NA,NA,33.13,33.51,33.57,33.07,4,1,"S811","JTMR009AR",5,97,0,4,0,0,1179,0,0,0,0,0,0,0,0,0,0,0,2,36,90,640,0,0,0,685,87,8,0,0,0,26,0,95,0,0,0,224,1402,20,0,34,0,0,0,2,0,0,0,0,0,369,0,36,471,0,78,393,0,312,0,0,0,0,0,0,0,366,0,217,1712,0,0,9,0,0,0,0,7,8,0,0,221,0,0,24,0,0,0,6,0,0,11,3,38,10218,535,0,11,0,10,1317,0,188,65,0,81,0,0,122,99,0,58,0,839,4,0,297,0,0,184,0,5,0,6,0,0,0,0,0,0,439,0,177,5,0,0,0,3157,0,1295,0,364,4,0,0,0,0,154,0,8,0,3,20,18,63,0,19,0,0,0,45,5,0,0,67,0,0,0,37,0,0,0,0,37,0,0,0,165,1646,217,1294,24,296,0,0,0,33,0,4755,790,0,5,20,0,1799,36,30,35,0,0,0,14,0,0,0,0,0,0,2619,130,1247,0,90,1303,261,12,0,0,0,0,45,11,0,64,6,11,53,2,2561,398,155,0,0,181,313,0,0,0,35,0,424,0,0,5,0,46,0
