"X.1","X","date_time_samp","site","plot_num","treatment","exclosure","paired","longitude","latitude","man_long","man_lat","barcode","siteX","treatmentX","exclosureX","pairedX","plot","cluster","clusterBC","plotBC","factorial","Date","hour","minute","time","season","notes_cluster","number","year","CT1","CT2","CT3","CT4","Ct_detects","positive","cluster_pair","Library_Name","0319-6G20","0319-7L14","053A03-B-DI-P58","11-24","211ds20","Abditibacteriales","Acetobacterales","Acholeplasmatales","Acidaminococcales","Acidiferrobacterales","Acidimicrobiales","Acidobacteriae","Acidobacteriales","Actinomarinales","AD3","AKAU4049","Alicyclobacillales","Alphaproteobacteria_Incertae_Sedis","Anaerolineales","Ardenticatenales","Armatimonadales","Azospirillales","B10-SB3A","B12-WMSP1","Babeliales","Bacillales","bacteriap25","Bacteriovoracales","Bacteroidales","Bacteroidetes_VC2.1_Bac22","BD2-11_terrestrial_group","Bdellovibrionales","Berkelbacteria","Blastocatellales","Blfdi19","Bradymonadales","Brevibacillales","Bryobacterales","Burkholderiales","C0119","Caedibacterales","Caldilineales","Campylobacterales","Candidatus_Jorgensenbacteria","Candidatus_Kaiserbacteria","Candidatus_Moranbacteria","Candidatus_Nomurabacteria","Candidatus_Pacebacteria","Candidatus_Peribacteria","Candidatus_Woesebacteria","Candidatus_Yanofskybacteria","Caulobacterales","CCD24","Cellvibrionales","Chitinophagales","Chlamydiales","Chloroflexales","Chloroplast","Christensenellales","Chthoniobacterales","Chthonomonadales","Clostridia","Clostridia_UCG-014","Clostridia_vadinBB60_group","Clostridiales","Competibacterales","Coriobacteriales","Corynebacteriales","Coxiellales","Cyanobacteriales","Cytophagales","Deferribacterales","Defluviicoccales","Deinococcales","Desulfitibacterales","Desulfovibrionales","Diplorickettsiales","Dojkabacteria","Dongiales","DS-100","EC3","Elev-16S-573","Elsterales","Enterobacterales","Entomoplasmatales","Entotheonellales","EPR3968-O8a-Bc78","Erysipelotrichales","Eubacteriales","Euzebyales","Ferrovibrionales","FFCH16767","Fibrobacterales","Fimbriimonadales","Flavobacteriales","Frankiales","Gaiellales","GAL15","Gammaproteobacteria_Incertae_Sedis","Gastranaerophilales","Gemmatales","Gemmatimonadales","Geobacterales","Gitt-GS-136","Glycomycetales","GWA2-38-13b","Haliangiales","Holosporales","Hydrogenedentiales","IMCC26256","Isosphaerales","Izemoplasmatales","JG30-KF-CM66","JTB23","Kallotenuales","Kapabacteriales","Kazania","KD4-96","KI89A_clade","Kiloniellales","Kineosporiales","Ktedonobacterales","Lachnospirales","Lactobacillales","Legionellales","Leptolyngbyales","Limnochordales","Lineage_IIa","Lineage_IIb","Lineage_IIc","Lineage_IV","Longimicrobiales","Marine_Group_II","MB-A2-108","MBNT15","Methanobacteriales","Methylococcales","Micavibrionales","Micrococcales","Microgenomatia","Micromonosporales","Micropepsales","Microtrichales","mle1-27","Monoglobales","MSB-4B10","MVP-88","Mycoplasmatales","Myxococcales","N9D0","Nannocystales","NB1-j","Nitriliruptorales","Nitrosococcales","Nitrososphaerales","Nitrospirales","Obscuribacterales","Oceanospirillales","OLB14","Oligoflexales","OM190","Opitutales","Oscillospirales","Oxyphotobacteria_Incertae_Sedis","P2-11E","Paenibacillales","Paracaedibacterales","Parcubacteria","PB19","Pedosphaerales","Peptococcales","Peptostreptococcales-Tissierellales","Phormidesmiales","Phycisphaerales","Pirellulales","Pla4_lineage","Planctomycetales","PLTA13","Polyangiales","Propionibacteriales","Pseudomonadales","Pseudonocardiales","Puniceispirillales","Pyrinomonadales","R7C24","RBG-13-54-9","RCP2-54","Reyranellales","RF39","Rhizobiales","Rhodobacterales","Rhodospirillales","Rhodothermales","Rickettsiales","Rokubacteriales","Rubrobacterales","S0134_terrestrial_group","S085","Saccharimonadales","Salinisphaerales","SAR202_clade","SAR324_clade(Marine_group_B)","SBR1031","Sericytochromatia","SHA-26","Silvanigrellales","SJA-28","Sneathiellales","Solibacterales","Solirubrobacterales","Sphingobacteriales","Sphingomonadales","Staphylococcales","Steroidobacterales","Streptomycetales","Streptosporangiales","Subgroup_17","Subgroup_2","Subgroup_22","Subgroup_25","Subgroup_5","Subgroup_7","Sumerlaeales","Symbiobacteriales","Tepidisphaerales","Thalassobaculales","Thermoactinomycetales","Thermoanaerobaculales","Thermobaculales","Thermomicrobiales","Tistrellales","TK10","TX1A-33","UA11","uncultured","Unknown","vadinHA49","Vampirovibrionales","Veillonellales-Selenomonadales","Verrucomicrobiales","VHS-B3-70","Vicinamibacterales","Woesearchaeales","WPS-2","WS2","WWE3","Xanthomonadales","Zavarziniales"
14,14,"4/19/21 13:07",1,9,0,0,1,-119.6860301,35.06126718,NA,NA,"AS09SE11","S","S","E",1,"S09","S09SE1","S09SE1","S09","SE","4/19/21 13:07",13,7,13.11666667,"Spring",NA,NA,NA,NA,NA,NA,NA,0,0,"S901","JTMR009AI",16,367,0,10,0,6,669,0,0,0,0,0,0,0,0,5,0,0,11,0,27,289,0,0,0,539,164,0,0,0,0,18,0,52,0,0,0,313,617,280,0,36,0,0,0,0,0,0,0,0,0,118,0,0,520,0,126,0,0,327,8,0,0,0,0,0,0,236,0,0,423,0,0,7,0,0,0,0,8,5,0,0,349,0,0,0,0,0,0,9,0,0,4,10,0,5973,798,0,22,0,0,1777,0,99,4,0,63,0,0,207,45,0,93,0,389,7,0,849,0,0,279,0,0,0,0,0,0,0,0,0,0,260,36,177,0,0,0,0,846,0,1243,0,233,4,0,0,0,0,103,0,7,0,9,6,30,81,7,0,0,0,0,37,0,0,0,93,0,0,0,68,0,0,0,0,0,0,0,0,96,1096,0,1078,36,1123,0,0,4,60,0,2643,106,0,0,0,14,2806,26,35,15,0,0,0,0,0,0,0,0,0,0,2878,27,856,0,19,403,445,9,0,0,0,0,189,4,0,18,0,0,78,0,2408,214,316,0,0,203,642,0,0,0,11,0,558,0,3,0,0,6,0
16,16,"4/19/21 10:20",1,8,1,1,1,-119.6803251,35.05925036,NA,NA,"AS08PN11","S","P","N",1,"S08","S08PN1","S08PN1","S08","PN","4/19/21 10:20",10,20,10.33333333,"Spring",NA,NA,NA,NA,36.74,37.26,38.38,3,1,"S811","JTMR009DK",9,86,0,0,0,2,1326,0,0,0,0,0,0,0,0,10,0,0,13,22,115,540,0,0,0,518,140,0,22,0,0,54,0,147,0,0,0,200,1890,28,0,36,0,0,0,0,0,0,0,0,0,379,0,131,434,0,85,12,0,271,0,0,0,0,0,0,0,543,0,50,1103,0,0,7,0,0,0,0,12,1,0,0,181,0,0,9,0,0,0,0,0,0,9,0,153,11414,613,0,21,0,7,1498,0,171,113,0,103,0,0,57,103,0,47,0,592,8,0,459,0,0,261,0,0,0,0,0,0,0,0,0,0,389,0,157,0,0,0,0,3493,0,1708,7,420,10,0,0,0,0,119,0,16,0,0,15,35,57,0,24,0,3,0,7,0,0,0,83,0,0,0,46,0,0,0,0,7,0,0,0,195,2193,146,1550,23,274,0,0,0,32,0,5114,809,0,0,0,0,2042,54,33,43,0,9,0,7,0,0,0,0,0,0,2641,323,1373,0,67,1258,408,11,0,0,0,0,18,15,0,159,0,28,50,0,2691,420,153,0,0,187,293,0,0,0,36,0,418,0,0,0,0,163,0
17,17,"4/19/21 10:42",1,8,0,1,1,-119.6803061,35.0592554,NA,NA,"AS08SN11","S","S","N",1,"S08","S08SN1","S08SN1","S08","SN","4/19/21 10:42",10,42,10.7,"Spring",NA,NA,NA,NA,NA,NA,NA,0,0,"S811","JTMR009AU",0,111,0,0,0,0,692,0,0,0,0,0,0,0,0,0,0,0,0,3,78,474,0,0,0,589,136,0,0,0,0,0,0,72,0,0,0,175,527,28,0,33,0,0,0,0,0,0,0,0,0,149,0,0,198,0,71,6,0,213,0,0,0,0,0,0,0,301,0,10,454,0,0,3,0,0,0,0,0,6,0,8,229,0,5,39,0,0,0,0,0,0,15,7,10,6307,458,0,25,0,9,950,0,185,23,0,34,0,0,100,122,0,43,0,452,9,0,370,0,0,126,0,0,34,0,0,0,0,0,0,0,295,12,167,0,0,0,0,1071,0,1037,0,328,3,0,0,0,0,90,0,10,0,0,30,81,52,0,8,0,0,0,30,0,0,7,20,0,0,0,54,0,0,0,0,7,0,0,0,84,770,0,1256,33,370,0,0,0,39,0,3107,354,0,0,0,16,1209,38,38,15,0,0,0,10,0,0,0,0,0,0,2045,10,695,0,66,472,114,11,0,0,0,0,88,0,0,57,8,12,73,0,1583,370,263,0,0,114,317,0,0,0,9,0,342,0,0,0,0,15,0
18,18,"4/19/21 14:38",1,10,1,0,1,-119.6926353,35.0647591,NA,NA,"AS10PE11","S","P","E",1,"S10","S10PE1","S10PE1","S10","PE","4/19/21 14:38",14,38,14.63333333,"Spring",NA,NA,NA,NA,NA,NA,NA,0,0,"S1001","JTMR008ES",0,59,0,9,0,0,285,0,0,0,0,0,0,0,0,0,7,0,0,0,15,277,0,0,0,634,210,0,0,0,9,10,3,14,0,0,0,128,641,33,0,7,0,0,0,0,0,0,0,0,0,89,8,0,116,0,29,8,0,122,2,11,0,0,0,0,0,698,0,0,204,0,0,0,0,0,0,0,8,0,0,0,283,0,3,10,0,0,0,0,0,8,0,4,52,3010,439,0,12,0,19,1071,0,214,70,0,38,0,0,126,53,0,32,0,125,0,0,503,0,0,166,0,2,0,4,0,0,0,0,0,0,200,17,80,0,0,0,0,1181,0,1063,15,172,10,0,0,0,0,132,0,0,0,18,130,43,50,0,9,0,0,0,9,0,0,0,98,0,3,0,59,0,0,0,0,0,0,4,0,59,1188,35,1815,11,585,0,3,0,64,0,1808,31,0,2,0,11,1224,46,12,29,0,0,0,0,0,0,0,0,6,36,2459,111,654,0,61,907,867,0,0,0,0,0,75,0,0,0,0,4,34,0,1222,151,80,0,0,56,255,0,0,0,11,0,497,0,0,0,0,60,0
19,19,"4/19/21 15:52",1,7,1,1,1,-119.6555894,35.08361336,NA,NA,"AS07PN11","S","P","N",1,"S07","S07PN1","S07PN1","S07","PN","4/19/21 15:52",15,52,15.86666667,"Spring",NA,NA,NA,NA,NA,NA,NA,0,0,"S711","JTMR009J",24,0,0,0,0,14,2196,0,0,0,0,0,0,0,0,0,7,0,0,27,151,665,0,0,3,366,13,43,0,0,0,101,0,220,18,0,0,354,4154,71,0,41,0,0,0,0,0,0,0,0,0,500,0,55,1627,0,223,552,0,230,13,0,0,0,0,0,0,237,0,430,2573,0,0,4,0,0,4,0,0,0,0,0,87,8,2,0,0,0,0,8,0,0,14,5,774,13440,38,0,31,0,13,1752,0,21,0,0,126,0,0,29,158,0,38,0,271,7,0,180,0,0,724,0,0,0,12,0,0,0,0,0,0,220,0,0,0,0,0,0,4808,0,2698,15,300,28,0,0,0,0,337,0,43,0,0,6,12,26,0,30,0,40,0,32,0,5,0,14,0,0,0,25,0,0,0,0,3,0,0,0,735,2267,479,1595,0,190,15,0,0,0,0,5137,667,0,2,55,0,679,0,0,67,0,0,0,52,4,0,0,0,0,0,1244,492,1593,0,37,273,355,0,0,0,0,0,65,15,0,274,0,0,61,0,1334,266,125,0,0,124,209,0,0,0,61,0,201,0,0,0,0,155,0
20,20,"4/19/21 16:10",1,7,0,1,1,-119.6556631,35.08355597,NA,NA,"AS07SE11","S","S","N",1,"S07","S07SN1","S07SE1","S07","SN","4/19/21 16:10",16,10,16.16666667,"Spring",NA,NA,NA,NA,NA,NA,NA,0,0,"S711","JTMR008D",0,101,0,0,0,0,528,0,0,0,0,0,2,0,0,0,0,0,0,0,54,245,0,0,5,1620,40,0,0,0,0,0,0,87,0,0,0,130,232,303,0,20,0,0,0,0,0,0,0,0,0,38,0,0,337,0,77,12,0,65,0,0,0,0,0,0,0,152,0,77,369,0,0,0,0,0,0,0,0,12,0,0,253,0,5,0,0,0,0,0,0,0,0,3,0,4710,180,0,5,0,0,757,0,32,0,0,49,0,0,107,185,0,34,0,245,7,0,281,0,0,295,0,0,0,0,0,0,0,0,0,0,123,4,57,0,0,0,0,572,0,805,0,159,0,0,0,0,0,73,0,0,0,0,13,4,47,0,4,0,0,0,14,0,0,0,57,0,0,0,27,0,0,0,0,0,0,0,0,50,524,6,688,22,1160,0,0,0,15,0,1770,43,0,0,4,0,1225,15,40,11,0,0,0,5,0,0,0,0,0,0,1673,22,426,0,18,257,164,0,0,0,0,0,60,0,0,48,0,7,8,0,1441,159,146,0,0,55,304,0,0,0,0,0,241,0,0,6,0,6,0
21,21,"4/20/21 8:54",0,1,1,1,1,-119.7464592,35.13335429,NA,NA,"AC01PN11","C","P","N",1,"C01","C01PN1","C01PN1","C01","PN","4/20/21 8:54",8,54,8.9,"Spring",NA,NA,NA,NA,NA,NA,NA,0,0,"C111","JTMR009DD",0,227,0,0,0,0,452,0,5,0,0,0,0,0,0,0,0,0,0,0,25,324,0,0,0,2248,30,0,455,0,0,0,0,32,0,0,0,86,3188,22,0,0,0,0,0,0,0,0,0,0,0,233,0,20,305,0,63,1775,0,148,0,0,0,0,0,0,72,190,0,216,2014,0,0,3,0,7,0,0,0,0,0,0,53,85,0,0,0,0,0,0,0,0,8,0,314,5804,243,0,9,0,0,853,0,101,34,0,16,0,0,47,28,0,29,0,124,0,0,181,0,0,186,0,158,74,4,34,0,0,0,0,0,224,0,77,0,0,0,0,4394,0,748,2,142,0,0,0,0,0,68,0,0,0,0,10,13,13,0,9,0,0,0,9,71,6,0,48,0,0,0,14,0,56,0,0,0,0,0,0,52,2021,296,888,3,53,0,0,0,0,0,2295,609,16,0,92,0,925,13,0,26,0,17,0,8,0,0,0,0,0,0,1236,815,500,17,0,1798,163,0,0,0,0,0,19,33,0,17,0,0,4,0,1480,72,17,0,0,88,128,0,0,0,37,0,36,0,0,0,0,449,0
22,22,"4/20/21 9:19",0,1,0,1,1,-119.7465261,35.13336847,NA,NA,"AC01SN11","C","S","N",1,"C01","C01SN1","C01SN1","C01","SN","4/20/21 9:19",9,19,9.316666667,"Spring",NA,NA,NA,NA,NA,NA,NA,0,0,"C111","JTMR008AE",32,111,0,25,0,11,1196,0,0,0,0,0,0,0,0,0,0,0,0,0,40,471,0,0,0,181,138,0,0,0,4,59,0,115,5,0,0,306,1136,122,0,28,0,0,0,0,0,0,0,0,0,192,0,0,1176,0,335,75,0,520,7,0,0,0,0,0,0,465,0,17,973,0,0,0,0,0,0,0,0,4,0,0,369,0,6,0,0,2,0,0,0,0,10,3,17,9103,530,0,36,0,23,1940,0,66,0,0,75,0,0,135,59,0,126,0,588,7,0,582,0,0,433,0,0,0,1,0,0,0,0,0,0,325,5,40,0,0,0,0,1499,0,1539,5,327,0,0,0,0,0,170,0,17,0,24,17,43,71,0,8,0,0,0,75,0,2,0,102,0,0,0,108,0,0,0,0,6,0,0,0,199,1514,39,1454,12,1303,0,0,0,54,0,3375,455,0,0,11,15,2802,46,14,18,0,0,0,33,0,0,0,0,0,41,3343,78,891,0,47,629,495,6,0,0,0,0,231,4,0,66,0,11,25,0,2922,250,388,0,0,162,408,0,0,0,4,2,719,0,0,0,0,23,0
23,23,"4/20/21 9:36",0,1,1,0,1,-119.7465626,35.13333827,NA,NA,"AC01PE11","C","P","E",1,"C01","C01PE1","C01PE1","C01","PE","4/20/21 9:36",9,36,9.6,"Spring",NA,NA,NA,NA,NA,NA,NA,0,0,"C101","JTMR009CF",17,220,0,0,0,0,359,0,0,0,0,0,0,18,0,3,157,0,7,5,0,218,0,0,0,543,33,0,0,0,0,0,0,0,0,0,0,190,1452,92,0,54,0,0,0,0,0,0,0,0,2,119,6,0,185,0,189,55,0,90,3,0,0,0,0,0,0,206,0,0,349,0,4,6,0,0,0,0,0,0,0,0,166,4,0,0,0,7,0,90,0,0,12,0,14,7014,293,0,20,0,0,1185,0,216,0,0,44,0,0,88,68,0,10,0,101,0,0,309,2,0,348,0,0,0,0,0,6,0,0,0,0,608,14,110,0,0,0,0,2243,0,989,23,121,0,0,0,0,0,62,0,0,0,0,24,11,44,0,0,8,7,0,9,0,0,0,51,0,0,0,92,0,0,0,0,17,0,20,0,58,1803,126,719,7,33,5,0,0,25,0,1492,7,0,3,2,2,521,62,20,16,0,30,0,8,4,5,0,0,0,21,2143,779,1032,0,39,315,231,0,0,0,0,0,110,7,0,0,0,0,44,0,1390,182,67,0,0,137,117,0,0,0,11,0,316,0,0,0,0,27,0
24,24,"4/20/21 11:58",0,5,1,1,1,-119.7390416,35.12009123,NA,NA,"AC05PN11","C","P","N",1,"C05","C05PN1","C05PN1","C05","PN","4/20/21 11:58",11,58,11.96666667,"Spring",NA,NA,NA,32.34,32.51,32.39,32.41,4,1,"C511","JTMR009R",0,640,0,0,0,0,456,0,0,0,0,0,0,0,0,0,0,0,8,11,24,650,0,0,0,1339,68,8,0,0,0,13,0,74,0,0,0,226,1725,0,0,31,0,0,0,0,0,0,0,0,0,182,0,20,336,0,39,48,0,132,0,0,0,0,0,0,0,284,0,45,1292,0,0,0,0,0,0,0,11,0,0,0,98,0,5,3,0,0,0,32,3,7,39,4,27,5904,652,0,10,0,3,1085,0,727,35,0,50,0,7,144,22,0,23,0,187,0,0,388,0,0,102,0,0,0,3,0,0,0,0,0,0,355,12,254,0,0,0,0,2275,0,1198,0,523,0,0,0,0,0,184,0,12,0,0,32,28,36,3,15,17,0,0,6,0,0,0,152,0,0,3,71,0,3,0,0,10,0,0,0,110,2135,0,1399,6,73,0,0,0,38,0,2810,463,7,0,4,5,785,105,44,12,0,14,0,0,27,0,0,0,0,0,2654,260,817,0,69,1117,710,26,0,0,0,0,86,20,0,55,7,20,72,0,2028,146,105,0,5,169,275,0,0,0,10,0,482,0,0,0,0,63,0
25,25,"4/20/21 12:07",0,5,0,1,1,-119.7390459,35.12011426,NA,NA,"AC05SN11","C","S","N",1,"C05","C05SN1","C05SN1","C05","SN","4/20/21 12:07",12,7,12.11666667,"Spring",NA,NA,NA,NA,NA,NA,NA,0,0,"C511","JTMR009BS",28,88,0,12,0,0,1049,0,0,0,0,0,0,0,0,0,11,0,0,6,51,442,0,0,0,185,97,0,0,0,0,10,0,103,2,0,0,195,434,124,0,21,0,0,0,0,0,0,0,0,0,133,0,0,488,0,171,6,0,287,0,0,0,0,0,0,0,208,0,30,601,0,0,0,0,0,0,0,0,7,0,0,231,0,10,0,0,0,0,0,0,0,5,6,0,9246,365,0,15,0,0,1509,0,102,0,0,31,0,0,171,189,0,93,0,862,3,0,541,0,0,141,0,0,0,2,0,0,0,0,0,0,378,5,86,0,0,0,0,1160,0,1368,0,266,0,0,0,0,0,60,0,0,0,0,24,114,59,3,18,0,0,0,0,0,0,0,34,0,0,0,48,0,0,0,0,3,0,3,0,148,1395,0,1515,17,726,4,1,0,20,0,3247,285,0,0,0,0,2171,23,24,5,0,0,0,14,3,0,0,0,0,0,2898,0,721,0,14,404,332,0,0,0,0,6,155,3,0,57,0,6,96,0,2128,219,312,0,0,131,479,0,0,0,7,0,345,0,0,0,0,0,0
26,26,"4/20/21 12:18",0,5,1,0,1,-119.7388057,35.11962447,NA,NA,"AC05PE11","C","P","E",1,"C05","C05PE1","C05PE1","C05","PE","4/20/21 12:18",12,18,12.3,"Spring",NA,NA,NA,NA,NA,NA,NA,0,0,"C501","JTMR009DP",19,58,0,3,0,0,1129,0,0,0,0,0,0,0,0,0,0,0,4,0,34,588,0,0,0,267,53,0,0,0,7,19,0,126,13,0,0,337,1343,13,0,50,0,0,0,0,0,0,0,0,0,419,5,13,789,0,123,106,0,235,3,0,0,0,0,0,0,827,0,61,1356,0,0,4,0,0,0,0,0,0,0,0,135,0,0,6,0,0,0,16,0,0,26,0,56,10728,244,0,18,0,4,1613,0,148,39,0,71,0,0,78,216,0,47,0,233,7,0,245,0,0,335,0,2,0,7,0,0,0,0,0,0,293,3,91,0,0,0,0,3885,0,2439,52,458,0,0,0,0,0,232,0,47,0,0,0,58,45,4,27,0,15,0,20,0,23,0,72,0,0,0,75,0,0,0,0,11,0,0,0,348,2796,29,2690,22,314,0,0,0,35,0,5000,386,0,0,6,0,911,57,15,67,0,5,0,17,11,0,6,0,0,0,2689,459,1263,0,117,2375,1162,7,0,0,0,0,170,26,0,60,0,8,30,0,2426,206,104,0,0,109,238,0,0,0,26,0,493,0,0,0,0,150,0
27,27,"4/20/21 12:30",0,5,0,0,1,-119.7387258,35.11962593,NA,NA,"AC05SE11","C","S","E",1,"C05","C05SE1","C05SE1","C05","SE","4/20/21 12:30",12,30,12.5,"Spring",NA,NA,NA,NA,NA,NA,NA,0,0,"C501","JTMR009CM",0,115,0,6,0,0,747,0,0,0,0,0,0,0,0,0,0,0,0,0,53,617,0,0,0,849,146,0,0,0,14,10,0,99,0,0,0,204,909,42,0,74,0,0,0,0,0,0,0,0,0,232,14,0,375,0,135,20,0,254,0,0,0,0,0,0,0,434,0,0,523,0,0,0,0,0,0,0,0,8,0,0,342,0,8,8,0,0,0,0,0,0,6,0,50,7574,351,0,61,0,12,1241,0,163,0,0,147,0,0,150,64,0,92,0,402,0,0,425,0,0,145,0,0,0,7,0,0,0,0,0,0,293,20,107,4,0,0,0,1211,0,1779,0,479,0,0,0,0,0,93,0,22,0,0,21,37,79,0,24,4,11,0,18,0,0,4,59,0,0,0,129,0,0,0,0,7,0,0,0,210,1186,47,2032,25,1059,0,2,0,24,0,3488,95,0,10,10,12,1622,35,56,54,0,0,0,30,4,2,0,0,0,16,3141,84,913,0,87,413,350,17,0,0,0,0,241,7,0,63,0,11,52,0,2188,247,268,0,0,169,520,0,0,0,50,0,691,0,0,0,0,19,0
29,29,"4/20/21 15:06",0,8,1,0,1,-119.7303208,35.11330633,NA,NA,"AC08PE11","C","P","E",1,"C08","C08PE1","C08PE1","C08","PE","4/20/21 15:06",15,6,15.1,"Spring",NA,NA,NA,NA,NA,NA,NA,0,0,"C801","JTMR008CJ",0,16,0,0,0,0,620,0,0,0,0,0,0,0,0,0,17,0,0,0,130,481,0,0,0,803,69,13,0,0,0,46,0,127,18,0,0,238,3041,26,0,46,0,0,0,0,0,0,0,0,0,414,0,44,651,0,172,41,0,527,0,0,0,0,0,0,0,288,0,14,1645,0,0,6,0,0,0,0,0,0,0,0,83,11,0,0,0,0,0,11,0,8,18,33,675,6418,111,0,7,0,19,1021,0,133,0,0,43,0,0,50,9,0,28,0,490,15,0,235,0,0,252,0,0,0,74,0,0,0,0,0,0,377,3,36,0,0,0,0,4126,0,1337,3,321,6,0,0,0,0,227,0,13,0,0,4,11,28,0,26,0,42,0,70,0,5,0,84,0,0,3,158,0,0,0,0,26,0,0,0,229,1486,454,1002,9,237,0,0,0,27,0,3932,456,0,0,0,0,513,3,0,60,3,0,0,54,18,0,0,0,0,0,1431,739,1601,0,17,385,392,0,0,0,0,0,71,10,0,33,0,4,48,0,1332,184,39,0,0,138,209,0,0,0,143,0,325,0,0,0,0,75,0
30,30,"4/20/21 15:12",0,8,0,0,1,-119.7303044,35.11333615,NA,NA,"AC08SE11","C","S","E",1,"C08","C08SE1","C08SE1","C08","SE","4/20/21 15:12",15,12,15.2,"Spring",NA,NA,NA,NA,NA,NA,NA,0,0,"C801","JTMR009BL",0,27,0,0,0,0,250,0,0,0,0,0,0,0,0,0,0,0,0,0,36,293,0,0,0,115,78,0,0,0,6,0,0,19,0,0,0,115,307,18,0,25,0,0,0,0,0,0,0,0,0,81,0,0,96,0,38,0,0,57,0,0,0,0,0,0,0,71,0,0,122,0,0,0,0,0,0,0,0,4,0,0,83,0,0,0,0,0,0,0,0,0,0,0,27,3882,121,0,13,0,0,450,0,21,0,0,31,0,0,73,0,0,25,0,167,0,0,178,0,0,115,0,0,0,4,0,0,0,3,0,0,68,8,74,4,0,0,0,422,0,827,0,66,0,0,0,0,0,110,0,0,0,0,34,6,12,0,0,0,0,0,0,0,0,0,33,0,0,0,24,0,0,0,0,0,0,0,0,89,438,0,702,0,280,0,0,0,13,0,1470,43,0,0,0,0,435,28,14,10,0,0,0,6,0,0,0,0,0,0,955,43,250,0,13,138,143,7,0,0,0,0,107,0,0,22,3,0,23,0,610,69,53,0,0,14,89,0,0,0,0,0,194,0,0,0,0,0,0
31,31,"4/20/21 16:02",0,7,0,1,1,-119.7328044,35.10881524,NA,NA,"AC07SN11","C","S","N",1,"C07","C07SN1","C07SN1","C07","SN","4/20/21 16:02",16,2,16.03333333,"Spring",NA,NA,NA,NA,NA,NA,NA,0,0,"C711","JTMR008DL",25,326,0,9,0,0,690,0,0,0,13,0,0,0,0,19,0,0,0,0,81,372,0,0,0,607,269,0,0,0,9,19,0,77,0,0,0,298,798,174,0,23,0,0,0,0,0,0,0,0,0,135,0,0,590,0,184,205,0,269,0,0,0,0,0,0,0,456,2,131,729,0,0,0,0,0,0,0,0,0,0,0,346,0,11,13,0,0,0,24,0,0,12,8,0,6795,1347,0,40,0,19,1909,0,147,0,0,32,0,0,261,205,0,151,0,783,0,0,995,0,0,171,0,0,0,0,0,0,0,0,0,0,358,0,216,8,0,0,0,1345,2,1928,0,360,0,0,12,0,0,142,0,0,0,0,188,69,93,0,14,6,0,0,35,0,5,0,111,0,0,0,51,0,0,0,0,0,0,8,0,116,1349,15,1504,11,1518,0,2,0,54,0,3157,314,0,3,38,0,3443,82,61,20,0,0,0,22,0,0,0,0,0,39,4017,48,808,0,35,541,1285,9,0,0,0,0,232,9,0,45,0,39,97,0,3034,254,417,0,0,172,822,0,0,0,15,0,711,0,0,5,0,18,0
32,32,"4/20/21 16:26",0,7,1,0,1,-119.7322054,35.10828516,NA,NA,"AC07PE11","C","P","E",1,"C07","C07PE1","C07PE1","C07","PE","4/20/21 16:26",16,26,16.43333333,"Spring",NA,NA,NA,NA,NA,NA,NA,0,0,"C701","JTMR008EW",4,0,0,0,0,0,309,0,0,0,0,0,3,0,0,0,0,0,0,8,13,347,0,0,0,1601,38,0,0,0,0,2,0,34,11,0,0,167,660,15,0,11,0,0,0,0,0,0,0,2,0,120,7,19,111,0,71,8,0,103,0,0,0,0,0,0,0,244,0,0,229,0,0,0,0,0,0,0,15,3,0,0,70,51,0,0,0,0,0,0,0,2,10,18,183,3382,37,0,32,0,5,482,0,139,7,0,51,0,0,17,44,0,0,0,184,0,0,148,0,0,56,0,0,0,12,0,0,0,0,0,0,213,5,25,0,0,0,0,980,0,1106,11,119,0,0,0,0,0,90,0,4,4,0,0,19,14,0,7,3,23,0,0,0,0,0,326,0,0,0,98,0,9,0,0,18,0,5,0,182,992,62,1629,0,187,11,0,0,47,0,1837,59,4,11,0,0,78,41,0,24,0,0,0,11,2,0,0,0,0,0,1008,154,459,0,55,272,811,14,0,0,0,0,124,0,0,21,0,13,49,0,984,92,26,0,0,49,118,0,0,0,24,0,370,0,2,0,0,50,0
34,34,"4/20/21 9:33",0,1,0,0,1,-119.7461097,35.13267475,NA,NA,"AC01SE11","C","S","E",1,"C01","C01SE1","C01SE1","C01","SE","4/20/21 9:33",9,33,9.55,"Spring",NA,NA,NA,NA,NA,NA,NA,0,0,"C101","JTMR008DX",2,316,0,0,0,3,741,0,0,0,0,0,0,0,0,3,0,0,0,0,25,251,1,47,0,72,156,0,0,0,0,12,0,41,0,0,0,224,655,177,0,38,0,0,0,0,0,0,0,0,0,99,0,0,592,0,240,0,0,348,17,0,0,0,0,0,0,200,0,16,295,0,6,12,0,0,0,0,0,0,0,0,447,0,0,0,0,0,0,0,0,0,3,12,5,4228,1013,0,0,0,9,1441,0,64,0,0,45,0,0,102,55,0,121,0,263,2,0,589,0,0,258,0,0,0,0,0,0,0,0,0,0,245,0,24,0,0,0,0,723,0,1184,0,80,7,0,0,0,0,63,0,11,0,9,29,27,40,0,0,0,0,0,22,0,0,0,21,0,2,0,107,0,0,0,0,4,0,0,0,118,1241,18,857,0,168,4,0,0,6,0,1542,113,0,0,0,3,2130,50,26,0,0,0,0,0,0,0,0,0,0,99,2235,56,782,0,20,335,225,0,0,0,0,4,70,0,0,35,0,0,19,0,2918,250,327,0,0,93,296,0,0,0,8,0,442,0,0,0,0,9,0
