"X.1","X","date_time_samp","site","plot_num","treatment","exclosure","paired","longitude","latitude","man_long","man_lat","barcode","sample_num","veg_type","veg_level","vwc","period","soil_temp","pH","siteX","treatmentX","exclosureX","pairedX","plot","cluster","clusterBC","plotBC","factorial","veg_type_med","veg_level_med","vwc_med","period_med","soil_temp_med","pH_med","Date","hour","minute","time","season","notes_cluster","number","year","CT1","CT2","CT3","CT4","Ct_detects","positive","cluster_pair","Library_Name","Abditibacteria","Acidimicrobiia","Acidobacteriae","Actinobacteria","AD3","AKAU4049","Alphaproteobacteria","Anaerolineae","Armatimonadia","Babeliae","Bacilli","bacteriap25","Bacteroidia","BD2-11_terrestrial_group","Bdellovibrionia","Berkelbacteria","Blastocatellia","Campylobacteria","Chlamydiae","Chloroflexia","Chthonomonadetes","Clostridia","Coriobacteriia","Cyanobacteriia","Deferribacteres","Dehalococcoidia","Deinococci","Desulfovibrionia","Desulfuromonadia","Dojkabacteria","Elusimicrobia","Entotheonellia","Fibrobacteria","Fimbriimonadia","GAL15","Gammaproteobacteria","Gemmatimonadetes","Gitt-GS-136","Gracilibacteria","Holophagae","Hydrogenedentia","JG30-KF-CM66","Kapabacteria","Kazania","KD4-96","Ktedonobacteria","Limnochordia","Lineage_IIa","Lineage_IIb","Lineage_IIc","Longimicrobia","MB-A2-108","MBNT15","Methanobacteria","Methylomirabilia","Microgenomatia","Moorellia","Myxococcia","N9D0","Nanoarchaeia","NB1-j","Negativicutes","Nitrososphaeria","Nitrospiria","OLB14","Oligoflexia","OM190","P2-11E","Parcubacteria","Phycisphaerae","Pla4_lineage","Planctomycetes","Polyangia","RCP2-54","Rhodothermia","Rubrobacteria","S0134_terrestrial_group","Saccharimonadia","SAR324_clade(Marine_group_B)","Sericytochromatia","SHA-26","SJA-28","Subgroup_22","Subgroup_25","Subgroup_5","Sumerlaeia","Symbiobacteriia","Thermoanaerobaculia","Thermoleophilia","Thermoplasmata","TK10","TX1A-33","uncultured","unspecified_Actinobacteriota","unspecified_Archaea","unspecified_Bacteria","unspecified_Chloroflexi","unspecified_Firmicutes","unspecified_Gemmatimonadota","unspecified_Myxococcota","unspecified_Patescibacteria","unspecified_Planctomycetota","unspecified_Unassigned","vadinHA49","Vampirivibrionia","Verrucomicrobiae","Vicinamibacteria","WPS-2","WS2","WWE3"
192,192,"4/21/2021 16:49",1,1,0,1,1,-119.6695707,35.08290121,NA,NA,"AS01SN12",2,0,0,NA,NA,85,NA,"S","S","N",1,"S01","S01SN1","S01SN1","S01","SN",0,0,NA,NA,83,NA,"2021-04-21 16:49:00",16,49,16.8166666666667,"Spring",NA,NA,NA,NA,NA,NA,NA,0,0,"S111","JTMR009BB",0,1140,367,17723,0,6,8220,18,133,0,458,207,1279,0,34,7,1608,0,0,2074,0,0,0,877,0,47,0,0,0,0,0,10,0,8,0,970,2895,69,0,329,0,47,7,0,986,189,0,0,0,0,394,229,0,0,21,0,0,212,0,0,0,0,44,87,0,12,0,0,0,15,0,62,270,3,0,2206,23,28,0,6,0,0,0,2,0,0,0,85,4626,65,408,0,3,0,0,105,55,0,0,4,0,0,0,0,0,450,589,9,0,0
194,194,"4/22/2021 8:53",1,5,1,0,1,-119.6807534,35.08219474,NA,NA,"AS05PE12",2,1,2,NA,NA,65,NA,"S","P","E",1,"S05","S05PE1","S05PE1","S05","PE",1,3,NA,NA,65,NA,"2021-04-22 08:53:00",8,53,8.88333333333333,"Spring",NA,NA,NA,NA,NA,NA,NA,0,0,"S501","JTMR008BD",9,854,466,21258,0,0,9901,86,184,0,230,85,2415,0,15,0,1293,0,0,2907,0,0,0,122,0,0,7,0,0,0,0,0,10,0,0,1880,2137,33,0,73,0,75,10,0,567,187,0,0,0,0,344,13,0,0,0,0,0,166,0,2,0,0,37,87,0,0,0,0,0,26,0,188,696,0,0,1635,8,54,0,13,0,0,0,0,0,11,0,107,2954,0,151,0,0,0,0,33,91,11,0,0,0,0,0,0,0,521,493,0,0,0
195,195,"4/22/2021 9:49",1,2,1,1,1,-119.6752519,35.08399229,NA,NA,"AS02SN12",2,0,0,NA,NA,60,NA,"S","P","N",1,"S02","S02PN1","S02SN1","S02","PN",0,0,NA,NA,62,NA,"2021-04-22 09:49:00",9,49,9.81666666666667,"Spring",NA,NA,NA,NA,NA,NA,NA,0,0,"S211","JTMR009I",0,241,71,7960,0,0,2488,11,12,0,666,37,872,0,14,0,46,0,0,811,0,0,0,7,0,12,2,0,6,0,0,0,14,0,0,1080,289,145,0,21,0,11,2,0,151,5,0,0,0,0,103,55,0,0,0,0,0,67,0,0,0,0,0,12,0,0,0,0,0,30,0,0,44,0,0,198,43,17,0,8,0,0,0,0,0,15,0,11,688,0,56,0,0,0,0,11,0,0,0,0,0,0,0,0,0,98,191,4,0,0
196,196,"4/22/2021 9:55",1,2,0,1,1,-119.6753931,35.08397755,NA,NA,"AS02PN12",2,0,1,NA,NA,64,NA,"S","S","N",1,"S02","S02SN1","S02PN1","S02","SN",0,1,NA,NA,64,NA,"2021-04-22 09:55:00",9,55,9.91666666666667,"Spring",NA,NA,NA,NA,NA,NA,NA,0,0,"S211","JTMR008ED",2,723,172,14099,0,0,7338,107,154,0,2705,200,1409,0,39,0,1634,0,0,3259,0,0,0,31,0,52,3,0,0,0,0,13,14,17,0,1707,1396,214,0,201,0,106,0,0,589,147,0,0,0,0,356,268,0,0,26,0,0,107,0,0,0,0,75,85,7,0,0,4,0,32,0,108,346,0,5,1785,36,8,0,0,0,0,0,0,0,8,0,62,3098,90,252,0,0,5,0,62,62,0,0,0,0,0,0,0,7,550,773,6,0,0
201,201,"4/19/2021 16:55",1,7,0,0,1,-119.6549475,35.08328973,NA,NA,"AS07SN13",3,1,1,8.8,1.227,90,7,"S","S","E",1,"S07","S07SE1","S07SN1","S07","SE",1,1,6.4,1.186,90,7,"2021-04-19 16:55:00",16,55,16.9166666666667,"Spring",NA,NA,NA,NA,NA,NA,NA,0,0,"S701","JTMR009CI",0,211,86,6006,0,0,1830,16,0,0,6,75,176,5,0,0,535,0,0,576,0,0,0,147,0,0,0,0,0,0,0,24,0,0,0,194,429,9,0,53,0,38,0,0,198,55,0,0,0,0,52,37,0,0,6,0,0,52,0,0,0,0,0,9,0,0,0,0,0,0,0,4,66,0,0,373,4,0,0,0,0,0,0,0,0,0,0,19,1025,0,25,0,2,9,0,43,39,0,0,0,0,0,0,0,0,101,145,0,0,0
202,202,"4/19/2021 17:05",1,7,1,0,1,-119.655221,35.06577047,NA,NA,"AS07PE13",3,1,1,6.2,1.181,87,7,"S","P","E",1,"S07","S07PE1","S07PE1","S07","PE",1,1,6.2,1.181,87,7,"2021-04-19 17:05:00",17,5,17.0833333333333,"Spring",NA,NA,NA,NA,NA,NA,NA,0,0,"S701","JTMR008FE",0,251,183,15627,0,0,5204,57,141,0,61,11,2026,0,31,0,316,0,0,990,6,0,0,76,0,0,17,0,0,0,0,0,9,9,0,1679,987,0,0,6,0,10,9,0,98,25,0,0,0,0,109,7,0,0,0,0,0,132,0,0,0,0,3,11,0,30,0,0,0,24,0,13,307,0,0,274,0,0,0,0,0,0,0,0,0,0,0,0,958,0,6,0,3,0,0,23,13,0,0,0,0,0,0,0,0,490,128,0,0,0
203,203,"4/19/2021 11:10",1,8,1,0,1,-119.6802852,35.05927597,NA,NA,"AS08PE13",3,1,3,6.2,1.182,74,8,"S","P","E",1,"S08","S08PE1","S08PE1","S08","PE",1,3,5.8,1.176,73,8,"2021-04-19 11:10:00",11,10,11.1666666666667,"Spring",NA,NA,NA,NA,NA,NA,NA,0,0,"S801","JTMR008DR",0,1268,347,21308,0,9,10988,125,93,0,632,203,2743,7,78,0,1187,0,0,3856,3,13,0,326,0,36,4,0,0,0,0,43,28,0,0,2195,2105,469,0,280,0,62,20,0,896,70,0,10,0,0,596,238,4,0,23,0,0,170,0,0,0,0,94,116,11,45,2,6,0,97,0,229,593,0,0,2320,144,10,0,6,0,0,0,0,0,16,0,108,4955,24,323,0,0,0,0,53,79,0,31,0,0,0,0,0,2,758,1312,0,7,0
204,204,"4/19/2021 11:39",1,8,0,0,1,-119.6800302,35.0587963,NA,NA,"AS08SE13",3,1,3,13.7,1.317,73,8,"S","S","E",1,"S08","S08SE1","S08SE1","S08","SE",1,3,10.7,1.275,73,8,"2021-04-19 11:39:00",11,39,11.65,"Spring",NA,NA,NA,NA,NA,NA,NA,0,0,"S801","JTMR008CV",0,1052,255,19397,0,0,9002,186,171,2,739,87,1340,0,33,2,745,0,0,2995,0,0,0,90,0,21,2,0,7,0,0,7,39,9,0,1270,1626,188,0,529,0,101,9,0,508,109,0,0,0,0,294,49,0,0,0,0,0,225,0,0,0,0,65,100,18,19,0,0,8,203,0,369,900,0,0,1669,129,102,2,4,0,4,0,0,0,6,0,449,2811,0,253,0,17,0,0,8,42,0,68,0,0,0,0,0,9,258,1247,0,6,0
206,206,"4/19/2021 14:38",1,10,0,0,1,-119.480762,34.98586131,NA,NA,"AS10SE13",3,1,1,2.4,1.104,98,NA,"S","S","E",1,"S10","S10SE1","S10SE1","S10","SE",0,0,4.7,1.154,95,NA,"2021-04-19 14:38:00",14,38,14.6333333333333,"Spring",NA,NA,NA,NA,NA,NA,NA,0,0,"S1001","JTMR008BR",0,207,116,6115,0,0,2286,6,31,0,220,69,609,0,10,0,506,0,0,645,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0,459,497,17,0,48,0,19,0,0,226,33,0,0,0,0,126,22,0,0,3,0,0,86,0,0,0,0,0,10,0,0,0,0,0,0,0,0,60,0,0,692,8,0,0,0,0,0,0,0,0,0,0,0,1150,5,54,0,0,3,0,37,9,0,0,0,0,0,0,0,2,75,249,0,0,0
209,209,"4/19/2021 14:08",1,10,1,1,1,-119.6921527,35.06498,NA,NA,"AS10PN13",3,2,1,6.7,1.19,80,NA,"S","P","N",1,"S10","S10PN1","S10PN1","S10","PN",2,1,5.3,1.171,80,NA,"2021-04-19 14:08:00",14,8,14.1333333333333,"Spring",NA,NA,NA,NA,NA,NA,NA,0,0,"S1011","JTMR009DR",5,569,414,20002,0,0,8709,91,31,6,463,26,1472,5,34,0,500,0,0,2185,2,4,0,76,0,9,4,0,0,2,0,0,9,14,0,1845,1919,29,0,70,0,29,3,0,442,60,0,0,0,0,160,16,0,0,0,0,0,332,0,0,0,0,33,45,0,15,0,0,0,61,0,68,862,0,0,880,6,0,0,12,0,0,0,0,0,27,0,118,1740,5,149,0,0,0,0,18,13,0,0,0,5,0,0,0,4,386,354,0,0,0
210,210,"4/19/2021 14:26",1,10,0,1,1,-119.6921896,35.06494627,NA,NA,"AS10SN13",3,2,1,5.9,1.184,78,NA,"S","S","N",1,"S10","S10SN1","S10SN1","S10","SN",2,1,6.9,1.202,81,NA,"2021-04-19 14:26:00",14,26,14.4333333333333,"Spring",NA,NA,NA,NA,NA,NA,NA,0,0,"S1011","JTMR008AG",5,799,227,13006,0,0,5462,13,89,0,668,239,1060,9,21,0,1740,0,0,2202,0,0,0,258,0,38,0,0,0,0,0,26,7,2,0,749,2084,125,0,137,0,78,2,0,983,271,0,0,0,2,279,186,8,0,24,0,0,46,0,0,0,0,59,91,0,21,0,8,0,32,0,111,156,8,0,3171,42,23,0,5,0,0,0,0,0,6,0,58,4411,31,358,0,9,12,0,67,78,0,0,0,0,0,0,0,2,448,804,3,8,0
211,211,"4/19/2021 12:34",1,9,1,1,1,-119.6857639,35.06167467,NA,NA,"AS09PN13",3,1,2,4,1.14,84,NA,"S","P","N",1,"S09","S09PN1","S09PN1","S09","PN",1,2,2.9,1.116,89,NA,"2021-04-19 12:34:00",12,34,12.5666666666667,"Spring",NA,NA,NA,37.65,34.92,NA,NA,2,0,"S911","JTMR008CR",26,614,375,24142,0,0,10149,83,163,0,1041,10,5598,0,53,0,532,0,2,1906,5,0,0,86,0,0,21,0,0,0,0,0,12,5,0,2947,1837,24,0,128,5,26,0,0,328,49,0,0,0,0,371,0,0,0,0,0,0,167,0,0,0,0,6,13,0,40,0,0,0,206,0,257,463,0,0,604,23,70,0,21,0,0,0,0,0,7,0,43,1857,0,100,0,8,0,0,3,0,0,0,0,0,0,0,0,0,267,278,0,0,0
212,212,"4/19/2021 12:49",1,9,0,1,1,-119.6858767,35.06172396,NA,NA,"AS09SN13",3,1,1,5.2,1.169,76,NA,"S","S","N",1,"S09","S09SN1","S09SN1","S09","SN",1,1,4.9,1.162,76,NA,"2021-04-19 12:49:00",12,49,12.8166666666667,"Spring",NA,NA,NA,NA,NA,NA,NA,0,0,"S911","JTMR009CH",0,107,34,3848,0,0,1039,0,12,0,34,21,179,0,0,0,171,0,0,228,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,178,214,11,0,48,0,2,0,0,105,25,0,0,0,0,21,10,0,0,0,0,0,49,0,0,0,0,0,4,0,0,0,0,0,0,0,0,14,0,0,169,0,0,0,0,0,0,0,0,0,0,0,0,508,0,23,0,0,0,0,19,8,0,0,0,0,0,0,0,0,33,59,0,0,0
213,213,"4/19/2021 12:59",1,9,1,0,1,-119.6859942,35.06130704,NA,NA,"AS09PE13",3,1,2,3.2,1.123,72,NA,"S","P","E",1,"S09","S09PE1","S09PE1","S09","PE",1,2,2.9,1.117,73,NA,"2021-04-19 12:59:00",12,59,12.9833333333333,"Spring",NA,NA,NA,NA,NA,NA,NA,0,0,"S901","JTMR009S",4,662,369,16076,0,0,8180,157,47,0,95,14,2133,0,36,0,347,0,0,2377,0,32,0,208,0,0,0,0,0,0,0,0,4,10,0,1596,1236,43,0,159,0,14,9,0,347,58,0,0,0,0,329,13,0,0,0,0,0,178,0,0,0,0,29,54,0,3,0,0,0,67,0,129,737,0,3,416,3,97,0,3,0,0,0,0,0,18,0,539,1630,0,125,0,0,0,0,15,4,0,0,0,0,0,0,0,0,417,409,0,0,0
214,214,"4/19/2021 13:07",1,9,0,0,1,-119.6860301,35.06126718,NA,NA,"AS09SE13",3,1,2,6.3,1.19,77,NA,"S","S","E",1,"S09","S09SE1","S09SE1","S09","SE",1,2,6.3,1.19,80,NA,"2021-04-19 13:07:00",13,7,13.1166666666667,"Spring",NA,NA,NA,NA,NA,NA,NA,0,0,"S901","JTMR008CD",7,459,295,17318,0,0,6891,18,31,0,258,113,3220,0,38,0,1222,0,0,1437,6,0,0,741,0,12,38,0,0,0,0,0,8,8,0,1669,1385,26,0,119,0,47,0,0,459,208,0,0,0,0,207,69,0,0,6,0,0,165,0,0,0,0,73,23,0,2,0,0,0,25,0,100,246,0,0,1782,15,36,0,0,0,0,0,0,0,0,0,20,2464,8,144,0,6,0,0,52,78,0,0,0,0,0,0,0,3,376,443,0,8,0
216,216,"4/19/2021 10:20",1,8,1,1,1,-119.6803251,35.05925036,NA,NA,"AS08PN13",3,2,1,4.9,1.157,66,9,"S","P","N",1,"S08","S08PN1","S08PN1","S08","PN",2,1,4.4,1.149,77,9,"2021-04-19 10:20:00",10,20,10.3333333333333,"Spring",NA,NA,NA,35.7,NA,NA,NA,1,0,"S811","JTMR008B",0,419,112,11869,0,0,5615,15,25,0,295,71,1219,0,21,0,142,0,0,1348,0,198,0,85,0,22,3,0,3,0,0,12,18,0,0,3425,561,15,0,0,0,29,6,0,211,10,0,3,0,0,109,33,0,0,0,0,0,106,0,0,0,15,12,13,0,22,0,0,0,97,0,55,231,0,0,687,16,67,0,0,0,0,0,0,0,14,0,50,1261,0,70,0,0,0,0,2,13,0,0,0,0,0,0,0,0,189,139,0,3,0
217,217,"4/19/2021 10:42",1,8,0,1,1,-119.6803061,35.0592554,NA,NA,"AS08SN13",3,1,1,5.8,1.174,73,8,"S","S","N",1,"S08","S08SN1","S08SN1","S08","SN",1,1,5.3,1.169,73,8,"2021-04-19 10:42:00",10,42,10.7,"Spring",NA,NA,NA,NA,NA,NA,NA,0,0,"S811","JTMR008A",7,587,155,11943,0,0,5086,21,125,0,524,169,952,5,13,0,765,0,0,2494,3,0,0,111,0,51,0,0,0,0,0,0,8,0,0,1139,1094,245,0,124,0,89,0,0,520,58,0,0,0,0,177,238,0,0,18,0,0,68,0,0,0,0,10,47,4,5,0,8,0,91,0,254,160,0,4,1479,64,15,0,0,0,0,0,0,0,0,0,47,2896,6,223,0,11,0,0,21,40,0,0,0,0,0,0,0,3,157,459,0,0,0
218,218,"4/19/2021 14:38",1,10,1,0,1,-119.6926353,35.0647591,NA,NA,"AS10PE13",3,1,1,1.3,1.076,77,NA,"S","P","E",1,"S10","S10PE1","S10PE1","S10","PE",1,1,2.9,1.117,79,NA,"2021-04-19 14:38:00",14,38,14.6333333333333,"Spring",NA,NA,NA,34.94,34.35,35.26,35.41,4,1,"S1001","JTMR009DW",2,1062,180,29847,0,6,8481,38,9,3,2687,120,1818,0,44,0,206,0,3,3196,0,30,0,19,0,31,0,0,0,0,0,5,0,0,0,1649,1436,648,0,48,0,81,9,0,604,8,0,0,0,0,471,215,6,0,0,0,0,225,0,0,0,0,33,67,4,35,0,0,0,35,0,121,202,0,11,1246,103,60,2,22,0,0,0,0,0,79,0,25,5841,6,107,0,0,0,0,44,5,0,25,0,0,0,0,0,0,230,385,0,0,0
219,219,"4/19/2021 15:52",1,7,1,1,1,-119.6555894,35.08361336,NA,NA,"AS07PN13",3,0,0,3.4,1.125,77,7,"S","P","N",1,"S07","S07PN1","S07PN1","S07","PN",0,0,2.8,1.111,80,7,"2021-04-19 15:52:00",15,52,15.8666666666667,"Spring",NA,NA,NA,NA,NA,NA,NA,0,0,"S711","JTMR009EX",0,447,240,26158,0,0,9738,49,162,0,332,36,4225,0,97,0,282,0,2,1633,10,0,0,1080,0,0,28,0,0,0,0,0,7,36,0,3069,1970,0,0,17,0,13,2,0,95,7,0,0,0,0,227,9,0,0,0,0,0,181,0,0,0,0,0,9,0,30,0,0,0,24,0,39,527,0,3,496,0,22,0,23,0,0,0,0,0,0,0,22,1439,0,58,0,0,0,0,14,26,0,0,0,0,0,0,4,0,434,159,0,0,0
220,220,"4/19/2021 16:10",1,7,0,1,1,-119.6556631,35.08355597,NA,NA,"AS07SE13",3,0,0,10.5,1.256,86,7,"S","S","N",1,"S07","S07SN1","S07SE1","S07","SN",0,0,7.8,1.212,82,7,"2021-04-19 16:10:00",16,10,16.1666666666667,"Spring",NA,NA,NA,NA,NA,NA,NA,0,0,"S711","JTMR008AI",0,1089,478,14053,0,0,6741,52,167,2,312,243,1329,0,9,0,2504,0,0,3262,4,0,0,121,0,58,3,0,0,0,0,0,6,16,0,840,1623,107,14,143,0,154,0,0,902,202,0,0,0,0,476,219,0,0,24,0,0,125,0,0,0,0,70,104,4,30,0,0,8,4,0,147,308,10,0,2558,56,16,0,0,0,0,0,0,17,0,0,185,4855,58,319,0,38,0,0,144,80,0,0,0,3,0,0,0,0,1060,940,0,0,0
221,221,"4/20/2021 8:54",0,1,1,1,1,-119.7464592,35.13335429,NA,NA,"AC01PN13",3,1,1,6.5,1.192,67,NA,"C","P","N",1,"C01","C01PN1","C01PN1","C01","PN",1,1,6.1,1.182,67,NA,"2021-04-20 08:54:00",8,54,8.9,"Spring",NA,NA,NA,NA,NA,NA,NA,0,0,"C111","JTMR009DA",0,438,204,15088,0,0,6491,67,37,3,1009,19,2521,0,23,0,161,0,0,1797,0,0,0,165,0,0,0,0,0,0,0,0,31,0,0,2330,927,44,0,18,0,9,0,0,154,21,0,0,0,0,181,0,0,0,0,0,0,250,0,0,0,0,12,5,0,25,0,0,0,111,0,5,281,0,0,584,7,47,0,0,0,0,0,0,0,41,0,97,1071,0,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,438,161,0,0,0
222,222,"4/20/2021 9:19",0,1,0,1,1,-119.7465261,35.13336847,NA,NA,"AC01SN13",3,1,1,8.7,1.229,71,NA,"C","S","N",1,"C01","C01SN1","C01SN1","C01","SN",1,1,8.7,1.229,71,NA,"2021-04-20 09:19:00",9,19,9.31666666666667,"Spring",NA,NA,NA,NA,NA,NA,NA,0,0,"C111","JTMR009V",0,943,609,13004,0,0,4682,56,38,17,316,157,526,8,41,0,2885,0,0,6834,0,0,0,6,0,32,0,0,0,0,0,0,5,22,0,949,3159,27,0,94,0,435,6,0,715,46,0,0,4,0,169,36,0,0,40,0,0,91,0,0,0,0,40,144,4,21,0,0,0,119,0,408,309,0,0,4521,65,4,5,0,3,0,0,0,0,0,0,34,7217,3,1238,0,25,0,0,112,248,0,0,0,5,0,0,0,0,1153,1224,3,0,0
223,223,"4/20/2021 9:36",0,1,1,0,1,-119.7465626,35.13333827,NA,NA,"AC01PE13",3,1,1,8.6,1.233,67,NA,"C","P","E",1,"C01","C01PE1","C01PE1","C01","PE",1,1,8.6,1.233,66,NA,"2021-04-20 09:36:00",9,36,9.6,"Spring",NA,NA,NA,NA,NA,NA,NA,0,0,"C101","JTMR009BY",0,390,106,16208,0,0,5774,30,4,2,1688,17,2432,0,38,0,121,0,0,1728,0,34,0,0,0,0,14,0,10,0,0,0,8,6,0,2435,778,165,0,145,0,9,0,0,240,30,0,0,0,0,152,0,0,0,0,0,0,38,0,0,0,0,32,40,11,7,0,0,18,0,0,33,208,0,8,354,22,101,0,9,0,0,0,0,0,12,0,121,1521,0,56,0,6,0,0,8,15,0,12,0,2,0,0,0,0,228,265,0,0,0
224,224,"4/20/2021 11:58",0,5,1,1,1,-119.7390416,35.12009123,NA,NA,"AC05PN13",3,1,1,2.6,1.111,82,NA,"C","P","N",1,"C05","C05PN1","C05PN1","C05","PN",1,1,2.7,1.112,73,NA,"2021-04-20 11:58:00",11,58,11.9666666666667,"Spring",NA,NA,NA,35.32,35.77,35.96,35.03,4,1,"C511","JTMR008FA",0,411,117,10381,0,0,4706,26,70,0,674,53,1182,0,10,0,294,0,0,1604,0,0,0,97,0,21,0,0,0,0,0,0,6,5,0,901,537,117,0,29,0,9,0,0,216,14,0,0,0,0,120,18,0,0,0,0,0,44,0,0,0,0,7,18,7,0,0,0,0,16,0,15,122,0,0,490,15,9,0,0,0,0,0,0,0,10,0,34,1113,0,37,0,0,0,0,0,47,0,0,0,0,0,0,0,0,163,233,0,0,0
226,226,"4/20/2021 12:18",0,5,1,0,1,-119.7388057,35.11962447,NA,NA,"AC05PE13",3,1,2,3,1.121,70,NA,"C","P","E",1,"C05","C05PE1","C05PE1","C05","PE",1,2,2.95,1.119,73,NA,"2021-04-20 12:18:00",12,18,12.3,"Spring",NA,NA,NA,NA,NA,NA,NA,0,0,"C501","JTMR008E",0,588,116,8276,0,0,2971,42,21,0,659,142,1053,0,49,0,265,0,0,2043,3,0,0,240,0,6,0,0,0,0,0,0,0,0,0,1221,620,323,0,82,0,33,6,0,346,38,0,0,0,0,220,97,0,0,4,0,0,103,0,0,0,0,13,54,9,68,0,0,0,45,0,73,214,0,4,1020,57,35,0,2,0,0,0,0,0,3,0,33,1988,0,120,0,9,9,0,4,8,0,0,0,2,0,0,0,4,177,258,0,0,0
227,227,"4/20/2021 12:30",0,5,0,0,1,-119.7387258,35.11962593,NA,NA,"AC05SE13",3,1,2,4.4,1.151,74,NA,"C","S","E",1,"C05","C05SE1","C05SE1","C05","SE",1,2,5.8,1.181,74,NA,"2021-04-20 12:30:00",12,30,12.5,"Spring",NA,NA,NA,NA,NA,NA,NA,0,0,"C501","JTMR008CZ",6,885,391,14937,0,0,6287,75,75,0,4938,170,1417,11,10,0,1387,0,0,3865,5,0,0,19,0,56,0,0,0,0,0,2,5,7,0,981,1841,146,0,315,0,113,14,0,681,203,0,0,0,0,514,66,0,0,12,0,0,87,0,0,0,0,35,82,6,46,0,0,0,244,0,498,331,0,0,2450,83,57,0,5,0,0,0,0,0,8,0,331,4487,9,379,0,23,14,0,45,111,0,0,0,4,0,0,0,0,341,819,0,13,0
229,229,"4/20/2021 15:06",0,8,1,0,1,-119.7303208,35.11330633,NA,NA,"AC08PE13",3,1,2,NA,NA,76,NA,"C","P","E",1,"C08","C08PE1","C08PE1","C08","PE",1,2,NA,NA,76,NA,"2021-04-20 15:06:00",15,6,15.1,"Spring",NA,NA,NA,NA,NA,NA,NA,0,0,"C801","JTMR009BJ",0,607,268,19081,0,0,9715,100,128,0,472,69,2615,0,49,0,344,0,0,2117,0,0,0,28,0,0,0,0,0,0,0,0,8,13,0,2173,978,61,0,51,0,23,3,0,167,22,0,0,0,0,302,23,0,0,3,0,0,163,0,0,0,0,7,17,0,43,0,0,0,57,0,32,512,0,5,351,14,47,0,12,0,0,0,0,0,18,0,46,1488,0,89,0,0,0,0,4,36,0,0,0,0,0,0,0,0,465,287,0,0,0
230,230,"4/20/2021 15:12",0,8,0,0,1,-119.7303044,35.11333615,NA,NA,"AC08SE13",3,1,1,NA,NA,84,NA,"C","S","E",1,"C08","C08SE1","C08SE1","C08","SE",1,1,NA,NA,80,NA,"2021-04-20 15:12:00",15,12,15.2,"Spring",NA,NA,NA,NA,NA,NA,NA,0,0,"C801","JTMR009FE",0,383,151,9374,0,0,3751,46,95,3,357,125,601,0,0,0,643,0,0,1634,2,0,0,0,0,27,0,0,0,0,0,0,0,13,0,487,803,38,0,127,0,86,0,0,291,78,0,0,0,0,110,82,8,0,7,0,0,68,0,0,0,0,0,26,4,6,0,0,0,0,0,22,217,0,3,891,32,2,0,0,0,0,0,0,0,0,0,62,1934,0,127,0,0,4,0,28,49,0,0,0,0,0,0,0,0,169,308,3,0,0
231,231,"4/20/2021 16:02",0,7,0,1,1,-119.7328044,35.10881524,NA,NA,"AC07SN13",3,0,0,NA,NA,89,NA,"C","S","N",1,"C07","C07SN1","C07SN1","C07","SN",0,0,NA,NA,86,NA,"2021-04-20 16:02:00",16,2,16.0333333333333,"Spring",NA,NA,NA,NA,NA,NA,NA,0,0,"C711","JTMR008AM",0,440,283,15256,0,0,6924,37,123,0,206,43,3050,0,17,0,577,0,0,2037,0,0,0,299,0,17,0,0,0,0,0,0,0,7,0,2063,1058,99,0,218,0,30,0,0,389,48,0,0,0,0,176,8,0,0,0,0,0,122,0,0,0,0,22,42,0,3,0,0,0,11,0,39,312,0,0,848,14,2,0,0,0,0,0,0,7,2,0,92,1686,0,114,0,0,0,0,20,44,0,0,0,0,0,0,0,0,251,195,0,0,0
232,232,"4/20/2021 16:26",0,7,1,0,1,-119.7322054,35.10828516,NA,NA,"AC07PE13",3,1,3,NA,NA,78,NA,"C","P","E",1,"C07","C07PE1","C07PE1","C07","PE",1,3,NA,NA,75,NA,"2021-04-20 16:26:00",16,26,16.4333333333333,"Spring",NA,NA,NA,NA,36.95,36.1,NA,2,0,"C701","JTMR009DH",6,974,276,14367,0,0,8191,97,43,0,501,195,2627,0,21,2,910,0,0,3707,0,0,0,354,0,31,0,0,0,0,0,0,8,10,0,2333,1026,140,0,85,0,74,6,0,399,72,0,0,0,0,249,97,0,0,19,0,0,126,0,0,0,0,77,130,9,7,0,0,0,87,0,40,511,0,3,1906,34,46,0,0,0,0,0,0,0,6,0,102,2931,0,241,0,2,0,0,11,48,0,13,0,0,0,0,0,0,458,657,0,0,0
234,234,"4/20/2021 9:33",0,1,0,0,1,-119.7461097,35.13267475,NA,NA,"AC01SE13",3,1,1,13.8,1.321,75,NA,"C","S","E",1,"C01","C01SE1","C01SE1","C01","SE",1,1,14.4,1.338,74,NA,"2021-04-20 09:33:00",9,33,9.55,"Spring",NA,NA,NA,39.66,NA,NA,NA,1,0,"C101","JTMR009EF",8,545,500,23087,0,0,10278,167,85,0,248,69,2989,0,23,0,452,0,0,5125,11,0,0,793,0,22,22,0,0,0,0,0,10,9,0,1845,2650,33,0,141,0,151,4,0,584,308,0,0,0,0,310,22,0,0,0,0,0,124,0,0,0,0,9,50,0,37,0,0,0,71,0,186,530,0,0,1679,18,3,0,0,2,0,0,0,3,10,0,300,4014,0,483,0,26,0,0,49,123,0,0,0,0,0,0,0,0,694,516,0,0,0
