"X.1","X","date_time_samp","site","plot_num","treatment","exclosure","paired","longitude","latitude","man_long","man_lat","barcode","sample_num","veg_type","veg_level","vwc","period","soil_temp","pH","siteX","treatmentX","exclosureX","pairedX","plot","cluster","clusterBC","plotBC","factorial","veg_type_med","veg_level_med","vwc_med","period_med","soil_temp_med","pH_med","Date","hour","minute","time","season","notes_cluster","number","year","CT1","CT2","CT3","CT4","Ct_detects","positive","cluster_pair","Library_Name","Abditibacteria","Acidimicrobiia","Acidobacteriae","Actinobacteria","AD3","AKAU4049","Alphaproteobacteria","Anaerolineae","Armatimonadia","Babeliae","Bacilli","bacteriap25","Bacteroidia","BD2-11_terrestrial_group","Bdellovibrionia","Berkelbacteria","Blastocatellia","Campylobacteria","Chlamydiae","Chloroflexia","Chthonomonadetes","Clostridia","Coriobacteriia","Cyanobacteriia","Deferribacteres","Dehalococcoidia","Deinococci","Desulfovibrionia","Desulfuromonadia","Dojkabacteria","Elusimicrobia","Entotheonellia","Fibrobacteria","Fimbriimonadia","GAL15","Gammaproteobacteria","Gemmatimonadetes","Gitt-GS-136","Gracilibacteria","Holophagae","Hydrogenedentia","JG30-KF-CM66","Kapabacteria","Kazania","KD4-96","Ktedonobacteria","Limnochordia","Lineage_IIa","Lineage_IIb","Lineage_IIc","Longimicrobia","MB-A2-108","MBNT15","Methanobacteria","Methylomirabilia","Microgenomatia","Moorellia","Myxococcia","N9D0","Nanoarchaeia","NB1-j","Negativicutes","Nitrososphaeria","Nitrospiria","OLB14","Oligoflexia","OM190","P2-11E","Parcubacteria","Phycisphaerae","Pla4_lineage","Planctomycetes","Polyangia","RCP2-54","Rhodothermia","Rubrobacteria","S0134_terrestrial_group","Saccharimonadia","SAR324_clade(Marine_group_B)","Sericytochromatia","SHA-26","SJA-28","Subgroup_22","Subgroup_25","Subgroup_5","Sumerlaeia","Symbiobacteriia","Thermoanaerobaculia","Thermoleophilia","Thermoplasmata","TK10","TX1A-33","uncultured","unspecified_Actinobacteriota","unspecified_Archaea","unspecified_Bacteria","unspecified_Chloroflexi","unspecified_Firmicutes","unspecified_Gemmatimonadota","unspecified_Myxococcota","unspecified_Patescibacteria","unspecified_Planctomycetota","unspecified_Unassigned","vadinHA49","Vampirivibrionia","Verrucomicrobiae","Vicinamibacteria","WPS-2","WS2","WWE3"
40,40,"4/20/2021 14:46",0,8,1,1,1,-119.7311212,35.11667308,NA,NA,"AC08PN11",1,1,1,3.1,1.12,89,NA,"C","P","N",1,"C08","C08PN1","C08PN1","C08","PN",1,2,3.1,1.12,86,NA,"2021-04-20 14:46:00",14,46,14.7666666666667,"Spring",NA,NA,NA,NA,NA,NA,NA,0,0,"C811","JTMR009E",0,420,120,11867,0,0,4826,28,24,0,547,22,1259,0,38,0,153,0,0,1697,0,0,0,20,0,14,0,0,0,0,0,0,12,0,0,1451,561,157,0,16,0,21,0,0,243,29,0,0,0,0,122,29,0,0,3,0,0,179,0,0,0,0,8,39,0,27,0,0,0,78,0,84,127,0,2,594,5,0,2,0,0,0,0,0,0,14,0,17,924,0,32,0,0,0,0,11,14,0,6,0,0,0,0,0,0,129,185,0,0,0
41,41,"4/21/2021 8:25",1,6,1,1,1,-119.6600529,35.08097156,NA,NA,"AS06PN11",1,1,1,NA,NA,59,NA,"S","P","N",1,"S06","S06PN1","S06PN1","S06","PN",1,1,NA,NA,59,NA,"2021-04-21 08:25:00",8,25,8.41666666666667,"Spring",NA,NA,NA,NA,NA,NA,NA,0,0,"S611","JTMR009AK",0,509,217,17158,0,7,8921,70,122,0,245,91,2990,0,25,0,601,0,0,2097,4,0,0,477,0,24,3,0,0,0,0,0,18,10,0,2388,1300,107,0,34,0,54,0,0,342,70,0,0,0,0,237,81,0,0,9,0,0,125,0,0,0,0,23,34,0,13,0,0,0,28,0,74,287,0,0,1061,11,17,0,0,0,0,0,0,0,13,0,39,2153,0,104,0,0,0,0,5,47,0,0,0,0,0,0,0,0,318,239,2,0,0
42,42,"4/21/2021 8:36",1,6,0,1,1,-119.6600839,35.08096151,NA,NA,"AS06SN11",1,1,1,NA,NA,62,NA,"S","S","N",1,"S06","S06SN1","S06SN1","S06","SN",1,1,NA,NA,60,NA,"2021-04-21 08:36:00",8,36,8.6,"Spring",NA,NA,NA,NA,NA,NA,NA,0,0,"S611","JTMR009AH",0,708,276,22277,0,0,8575,33,82,0,377,168,2337,0,15,0,812,0,0,2537,0,38,0,319,0,24,0,0,0,0,0,2,4,0,0,1304,1446,44,0,118,0,91,0,0,386,192,0,0,0,0,237,140,0,0,21,0,0,155,0,0,0,2,29,36,0,0,0,0,0,29,0,102,163,0,0,1936,36,12,0,0,0,0,0,0,0,0,0,39,2866,36,185,0,10,0,0,19,25,0,0,0,0,0,0,0,0,384,392,0,0,0
44,44,"4/21/2021 8:57",1,6,1,0,1,-119.6595725,35.0814153,NA,NA,"AS06PE11",1,0,0,NA,NA,62,NA,"S","P","E",1,"S06","S06PE1","S06PE1","S06","PE",0,0,NA,NA,61,NA,"2021-04-21 08:57:00",8,57,8.95,"Spring",NA,NA,NA,33.31,33.86,34.48,34.23,4,1,"S601","JTMR009BX",0,594,250,16488,0,0,6798,48,23,0,1087,97,789,11,38,0,322,0,0,1814,0,0,0,73,0,8,6,0,0,0,0,0,18,9,0,1062,835,426,0,115,0,37,0,0,432,30,0,0,0,0,299,133,6,0,12,0,0,396,0,0,2,0,95,71,0,30,0,0,0,52,0,56,287,0,8,1065,95,13,0,0,0,0,0,0,0,21,0,16,2960,24,98,0,8,0,0,55,24,0,45,0,0,0,0,0,0,373,484,0,2,0
45,45,"4/21/2021 9:06",1,6,0,0,1,-119.659586,35.08134149,NA,NA,"AS06SE11",1,1,1,NA,NA,63,NA,"S","S","E",1,"S06","S06SE1","S06SE1","S06","SE",1,1,NA,NA,69,NA,"2021-04-21 09:06:00",9,6,9.1,"Spring",NA,NA,NA,NA,NA,NA,NA,0,0,"S601","JTMR009DE",13,872,306,14898,0,11,6675,21,157,0,263,316,881,0,0,0,1328,0,0,2942,0,0,0,123,0,53,0,0,0,0,0,27,8,8,0,1016,1360,110,0,111,0,140,4,0,736,563,0,0,0,0,349,346,12,0,61,0,0,150,0,0,0,0,85,71,0,0,0,0,3,51,0,123,76,0,0,2671,67,39,0,0,0,0,0,0,0,0,0,138,4641,23,320,5,12,13,0,91,90,0,0,0,1,0,0,0,0,323,602,2,0,0
46,46,"4/21/2021 10:04",0,2,1,1,1,-119.7284223,35.1303838,NA,NA,"AC02SN11",1,1,2,NA,NA,62,NA,"C","P","N",1,"C02","C02PN1","C02SN1","C02","PN",1,2,NA,NA,62,NA,"2021-04-21 10:04:00",10,4,10.0666666666667,"Spring",NA,NA,NA,NA,NA,NA,NA,0,0,"C211","JTMR009AO",0,786,298,16132,0,4,5599,68,23,0,424,94,875,8,17,0,611,0,0,3676,8,2,0,271,0,35,0,0,7,0,0,0,9,5,0,813,2001,200,0,132,0,78,10,0,646,105,0,3,0,0,244,103,0,0,18,0,0,94,0,0,0,0,23,93,0,0,0,0,0,49,0,120,264,0,0,1785,42,3,0,0,0,0,0,0,0,6,0,105,3923,0,220,0,4,0,0,45,57,0,0,0,0,0,0,0,0,641,598,0,2,0
47,47,"4/21/2021 10:21",0,2,0,1,1,-119.72299,35.13051497,NA,NA,"AC02PN11",1,1,1,NA,NA,68,NA,"C","S","N",1,"C02","C02SN1","C02PN1","C02","SN",0,0,NA,NA,66,NA,"2021-04-21 10:21:00",10,21,10.35,"Spring",NA,NA,NA,NA,NA,NA,NA,0,0,"C211","JTMR009EN",2,461,160,18665,0,0,7284,53,71,0,253,18,3138,0,112,0,297,0,0,2100,0,2,0,219,0,0,8,0,0,0,0,0,14,9,0,3569,1453,36,0,0,0,18,8,0,180,45,0,0,0,0,118,0,0,0,0,0,0,376,0,0,0,0,27,23,0,51,0,0,0,66,0,29,406,0,0,821,0,34,0,0,0,0,0,0,0,5,0,0,1354,0,89,0,2,0,0,6,9,0,0,0,0,0,0,0,0,803,116,0,0,0
48,48,"4/21/2021 10:41",0,2,0,0,1,-119.7226716,35.13090319,NA,NA,"AC02SE11",1,1,2,NA,NA,69,NA,"C","S","E",1,"C02","C02SE1","C02SE1","C02","SE",1,2,NA,NA,70,NA,"2021-04-21 10:41:00",10,41,10.6833333333333,"Spring",NA,NA,NA,NA,NA,NA,NA,0,0,"C201","JTMR008BN",0,992,400,16677,0,0,6094,105,40,0,759,217,696,4,25,0,1506,0,0,2737,8,0,0,10,0,46,0,0,0,0,0,0,10,20,0,700,1763,194,0,382,0,103,12,0,875,123,0,8,0,0,116,60,5,0,13,0,0,99,0,0,0,0,19,109,0,14,0,0,0,47,0,64,525,0,0,1820,71,15,0,0,0,0,0,0,0,6,0,166,4823,7,399,0,15,0,0,60,106,0,0,0,0,0,0,0,0,1049,765,0,0,0
50,50,"4/21/2021 11:54",0,4,1,0,1,-119.7249263,35.12218561,NA,NA,"AC04PE11",1,1,3,NA,NA,74,NA,"C","P","E",1,"C04","C04PE1","C04PE1","C04","PE",1,3,NA,NA,70.5,NA,"2021-04-21 11:54:00",11,54,11.9,"Spring",NA,NA,NA,NA,NA,NA,NA,0,0,"C401","JTMR008EZ",0,712,220,11208,0,0,4437,50,82,0,889,222,706,11,20,0,1009,0,0,2872,9,0,0,6,0,78,0,0,0,0,0,3,18,8,0,853,1578,211,0,144,0,129,3,3,533,97,0,0,0,0,142,134,0,0,16,0,0,89,0,0,0,0,28,91,0,28,0,0,0,48,0,60,232,0,7,2586,83,48,0,0,0,0,0,0,4,3,0,119,3797,27,388,0,8,0,0,64,179,0,0,0,0,0,0,0,0,606,796,0,0,0
51,51,"4/21/2021 12:14",0,4,0,0,1,-119.724714,35.1218074,NA,NA,"AC04SE11",1,1,3,NA,NA,78,NA,"C","S","E",1,"C04","C04SE1","C04SE1","C04","SE",1,3,NA,NA,75,NA,"2021-04-21 12:14:00",12,14,12.2333333333333,"Spring",NA,NA,NA,NA,NA,NA,NA,0,0,"C401","JTMR008BX",0,914,251,7910,0,0,3615,38,86,0,262,347,382,0,21,0,1034,0,0,2253,8,0,0,18,0,44,0,0,0,0,0,20,7,11,0,664,979,135,0,401,0,137,5,0,559,127,0,0,0,0,204,93,0,0,0,0,0,117,0,0,0,0,70,58,0,19,0,0,0,13,0,65,355,0,0,2860,73,9,0,0,0,0,0,0,5,0,0,139,3849,18,285,0,3,0,0,80,118,0,0,0,0,0,0,0,0,227,595,2,0,0
53,53,"4/21/2021 13:45",0,10,1,0,1,-119.701476,35.11423216,NA,NA,"AC10PE11",1,0,0,NA,NA,70,NA,"C","P","E",1,"C10","C10PE1","C10PE1","C10","PE",0,0,NA,NA,72,NA,"2021-04-21 13:45:00",13,45,13.75,"Spring",NA,NA,NA,NA,NA,NA,NA,0,0,"C1001","JTMR009EE",12,915,381,21503,0,11,11961,101,172,0,738,106,3640,0,35,0,451,0,0,3103,0,0,0,67,0,50,0,0,0,0,0,0,0,0,0,2101,1237,251,0,101,0,54,0,0,495,47,0,6,0,0,632,172,0,0,5,0,0,197,0,0,6,0,81,66,0,5,0,5,0,89,0,192,174,0,8,1073,82,12,0,13,0,0,0,0,0,8,0,65,3012,13,182,0,0,0,0,40,38,0,0,0,0,0,0,0,5,341,531,8,0,0
54,54,"4/21/2021 13:54",0,10,0,0,1,-119.7014153,35.11426241,NA,NA,"AC10SE11",1,1,2,NA,NA,73,NA,"C","S","E",1,"C10","C10SE1","C10SE1","C10","SE",0,0,NA,NA,85,NA,"2021-04-21 13:54:00",13,54,13.9,"Spring",NA,NA,NA,NA,NA,NA,NA,0,0,"C1001","JTMR009EI",4,599,393,24222,0,0,10197,60,121,0,178,76,3093,0,36,0,540,0,0,3120,0,0,0,496,0,3,8,0,0,0,0,0,6,0,0,1583,2586,84,0,95,0,53,0,0,563,120,0,0,0,0,550,41,0,0,0,0,0,312,0,0,0,0,73,19,0,14,0,0,0,62,0,50,210,0,0,1596,8,20,0,0,0,0,0,0,0,27,0,35,2695,14,274,0,25,0,0,24,54,0,0,0,0,0,0,0,3,495,356,0,0,0
58,58,"4/21/2021 16:54",1,1,1,0,1,-119.6693035,35.08245118,NA,NA,"AS01PE11",1,1,1,NA,NA,79,NA,"S","P","E",1,"S01","S01PE1","S01PE1","S01","PE",1,1,NA,NA,82,NA,"2021-04-21 16:54:00",16,54,16.9,"Spring",NA,NA,NA,NA,NA,NA,NA,0,0,"S101","JTMR008CM",0,364,195,19205,0,0,7087,37,211,2,319,29,3541,0,117,0,328,0,0,1090,11,0,0,1149,0,0,20,0,0,0,0,3,0,21,0,4545,1419,0,0,14,0,6,10,0,199,26,0,0,0,0,170,52,0,0,0,0,0,203,0,0,0,0,8,26,0,12,0,0,0,58,0,79,217,0,0,809,0,11,0,20,0,0,0,0,0,0,0,19,1722,0,64,0,0,0,0,30,14,0,0,0,0,0,0,0,0,352,117,0,0,0
59,59,"4/21/2021 17:06",1,1,0,0,1,-119.6692839,35.08246879,NA,NA,"AS01SE11",1,1,2,NA,NA,86,NA,"S","S","E",1,"S01","S01SE1","S01SE1","S01","SE",1,3,NA,NA,84,NA,"2021-04-21 17:06:00",17,6,17.1,"Spring",NA,NA,NA,NA,NA,NA,NA,0,0,"S101","JTMR009CA",0,868,418,18445,0,0,10933,48,104,3,414,106,1964,0,42,0,1460,0,0,2218,0,0,0,551,0,28,3,0,0,0,0,16,16,13,0,1513,1491,63,0,232,0,71,0,0,651,113,0,7,0,3,238,231,0,0,19,0,0,358,0,0,0,0,107,79,0,10,0,4,0,39,0,205,593,6,0,1646,48,69,4,4,0,0,0,0,0,7,0,126,3325,52,294,0,13,9,0,98,77,0,0,0,0,0,0,0,0,407,554,0,9,0
60,60,"4/22/2021 8:26",1,5,1,1,1,-119.6803809,35.08381932,NA,NA,"AS05PN11",1,1,1,NA,NA,61,NA,"S","P","N",1,"S05","S05PN1","S05PN1","S05","PN",1,1,NA,NA,61,NA,"2021-04-22 08:26:00",8,26,8.43333333333333,"Spring",NA,NA,NA,34.85,34.89,34.2,33.88,4,1,"S511","JTMR008AZ",0,382,116,13284,0,0,4194,14,18,4,1734,45,2172,0,38,0,231,0,0,1405,0,0,0,24,0,19,0,0,0,0,0,0,9,4,0,2195,504,209,0,25,0,9,0,0,160,12,0,0,0,0,183,0,0,0,0,0,0,84,0,0,0,0,17,28,0,24,0,0,0,0,0,70,162,0,0,420,15,85,0,9,0,0,0,0,0,33,0,20,1544,0,36,0,0,0,0,0,6,12,0,0,0,0,0,0,0,298,228,0,0,0
61,61,"4/22/2021 8:49",1,5,0,1,1,-119.6802974,35.08218187,NA,NA,"AS05SN11",1,0,0,NA,NA,59,NA,"S","S","N",1,"S05","S05SN1","S05SN1","S05","SN",0,0,NA,NA,61,NA,"2021-04-22 08:49:00",8,49,8.81666666666667,"Spring",NA,NA,NA,NA,NA,NA,NA,0,0,"S511","JTMR008V",0,888,324,17098,0,22,6434,45,112,0,738,224,2078,3,18,0,1677,0,0,2425,2,0,0,36,0,33,5,0,0,0,0,17,19,12,0,1796,1881,83,0,365,0,63,13,0,792,192,0,0,0,0,315,184,2,0,20,0,0,208,0,0,0,0,44,74,0,23,0,0,7,42,0,55,304,0,0,2817,19,71,3,8,0,0,0,5,0,0,0,112,3954,23,245,0,2,0,0,122,52,0,0,0,2,0,0,0,0,421,615,5,0,0
62,62,"4/22/2021 9:05",1,5,0,0,1,-119.6807346,35.08221517,NA,NA,"AS05SE11",1,1,1,NA,NA,64,NA,"S","S","E",1,"S05","S05SE1","S05SE1","S05","SE",1,2,NA,NA,65,NA,"2021-04-22 09:05:00",9,5,9.08333333333333,"Spring",NA,NA,NA,NA,NA,NA,NA,0,0,"S501","JTMR008AL",15,969,299,17467,0,0,8533,38,258,0,1049,187,2004,0,15,0,2080,0,0,3032,4,0,0,47,0,12,0,0,0,0,0,11,15,26,0,886,1656,87,0,123,0,76,18,0,759,283,0,0,0,0,389,145,0,0,20,0,0,120,0,0,0,0,48,70,0,36,0,0,0,20,0,119,306,0,0,2520,24,16,4,3,0,0,0,0,3,9,0,134,3745,0,342,0,21,0,0,103,147,0,0,0,0,0,0,0,0,572,503,7,0,0
64,64,"4/22/2021 9:56",1,2,1,0,1,-119.6743708,35.08460265,NA,NA,"AS02PE11",1,1,1,NA,NA,63,NA,"S","P","E",1,"S02","S02PE1","S02PE1","S02","PE",0,0,NA,NA,64,NA,"2021-04-22 09:56:00",9,56,9.93333333333333,"Spring",NA,NA,NA,34.66,35.11,35.56,34.8,4,1,"S201","JTMR009P",0,598,157,14618,0,5,5102,33,43,0,947,76,1306,0,70,0,185,0,0,1997,0,0,0,9,0,30,2,0,0,0,0,6,13,0,0,1569,865,360,0,30,0,35,13,0,271,0,0,0,0,0,248,108,0,0,0,0,0,119,0,0,0,0,33,52,0,8,0,0,0,38,0,7,245,0,0,773,143,33,2,8,0,0,0,0,0,38,0,24,2643,0,31,0,0,0,0,28,10,0,14,0,0,0,0,0,0,306,347,4,4,0
65,65,"4/22/2021 10:14",1,2,0,0,1,-119.6748002,35.08415087,NA,NA,"AS02SE11",1,0,0,NA,NA,66,NA,"S","S","E",1,"S02","S02SE1","S02SE1","S02","SE",1,1,NA,NA,70,NA,"2021-04-22 10:14:00",10,14,10.2333333333333,"Spring",NA,NA,NA,NA,NA,NA,NA,0,0,"S201","JTMR009CW",0,725,122,9652,0,0,4781,73,91,0,1258,118,424,0,14,0,549,0,0,2331,0,0,0,985,0,32,0,0,2,0,0,0,13,0,0,361,885,172,0,114,0,74,5,0,477,49,0,0,0,0,211,172,0,0,13,0,0,120,0,0,0,0,26,53,0,0,0,0,0,54,0,204,40,0,0,1322,35,9,0,0,0,0,0,0,0,0,0,38,1987,0,204,0,5,0,0,12,33,0,9,0,0,0,0,0,0,135,309,0,0,0
77,77,"4/20/2021 13:47",0,6,1,0,1,-119.7475458,35.11453835,NA,NA,"AC06PE11",1,0,0,5.8,1.172,86,NA,"C","P","E",1,"C06","C06PE1","C06PE1","C06","PE",0,0,4.7,1.152,84,NA,"2021-04-20 13:47:00",13,47,13.7833333333333,"Spring",NA,NA,NA,NA,NA,NA,NA,0,0,"C601","JTMR008DC",4,622,169,20233,0,0,7017,58,93,0,1320,28,2731,0,36,0,147,0,0,2478,0,0,0,1208,0,0,4,0,0,0,0,0,18,0,0,1549,1179,191,0,165,0,36,2,0,239,52,0,0,0,0,587,0,0,0,0,0,0,285,0,0,0,0,25,42,0,11,0,0,0,134,0,44,251,0,10,979,62,48,0,0,0,0,0,0,0,33,0,17,2282,5,61,0,3,0,0,6,10,0,0,0,0,0,0,0,0,434,350,3,2,0
78,78,"4/20/2021 14:51",0,8,0,1,1,-119.729769,35.11306696,NA,NA,"AC08SN11",1,0,0,6.4,1.187,84,NA,"C","S","N",1,"C08","C08SN1","C08SN1","C08","SN",0,0,6.9,1.1975,84,NA,"2021-04-20 14:51:00",14,51,14.85,"Spring",NA,NA,NA,NA,NA,NA,NA,0,0,"C811","JTMR008AH",0,767,352,17671,0,2,7969,70,100,0,470,94,2238,0,54,0,942,0,0,2859,0,0,0,201,0,32,0,0,0,0,0,0,18,7,0,1971,1469,180,0,276,0,70,3,0,643,101,0,0,0,0,368,52,4,0,0,0,0,133,0,0,0,0,57,80,5,23,0,0,0,62,0,208,400,0,0,1598,54,21,0,0,2,0,0,0,8,0,0,225,3102,9,266,0,4,0,0,24,61,0,7,0,4,0,0,0,0,335,737,0,6,0
79,79,"4/20/2021 15:55",0,7,1,1,1,-119.7328116,35.10880071,NA,NA,"AC07PN11",1,0,0,NA,NA,77,NA,"C","P","N",1,"C07","C07PN1","C07PN1","C07","PN",0,0,NA,NA,84,NA,"2021-04-20 15:55:00",15,55,15.9166666666667,"Spring",NA,NA,NA,37.1,36.87,37.82,NA,3,1,"C711","JTMR009EZ",0,701,342,18414,0,0,8975,81,72,0,1300,66,1660,0,62,0,316,0,0,2613,0,0,0,159,0,22,3,0,0,0,0,2,10,6,0,1605,1002,199,0,53,0,29,2,0,259,13,0,0,0,0,583,17,0,0,8,0,0,355,0,0,0,0,16,70,5,0,0,0,0,76,0,172,440,0,2,791,40,73,0,12,0,0,0,0,0,14,0,189,2774,0,113,0,0,0,0,23,27,0,10,0,0,0,0,0,0,473,501,3,0,0
81,81,"4/20/2021 16:36",0,7,0,0,1,-119.7322485,35.10831569,NA,NA,"AC07SE11",1,1,2,NA,NA,81,NA,"C","S","E",1,"C07","C07SE1","C07SE1","C07","SE",1,3,NA,NA,85,NA,"2021-04-20 16:36:00",16,36,16.6,"Spring",NA,NA,NA,NA,NA,NA,NA,0,0,"C701","JTMR009BK",0,890,402,15658,0,0,8361,125,57,0,427,81,1098,10,16,0,701,0,0,2625,0,0,0,14,0,28,0,0,0,0,0,0,10,7,0,1342,1314,120,0,291,3,44,5,3,575,38,0,0,0,0,253,79,0,0,0,0,0,138,0,0,0,0,0,70,21,20,0,0,3,62,0,112,559,0,16,640,34,41,0,0,0,0,0,0,0,6,0,396,2845,0,153,0,7,0,0,21,16,0,11,0,0,0,0,0,0,481,675,5,3,0
83,83,"4/21/2021 10:26",0,2,1,0,1,-119.7226224,35.13081797,NA,NA,"AC02PE11",1,0,0,NA,NA,66,NA,"C","P","E",1,"C02","C02PE1","C02PE1","C02","PE",1,2,NA,NA,65,NA,"2021-04-21 10:26:00",10,26,10.4333333333333,"Spring",NA,NA,NA,NA,NA,NA,NA,0,0,"C201","JTMR008DK",2,654,325,17302,0,0,7712,41,35,0,511,68,3790,0,48,0,469,0,0,2615,7,70,0,351,0,19,32,0,0,0,0,19,7,12,0,3881,1640,225,0,108,0,54,8,0,256,68,0,0,0,0,299,42,0,0,12,0,0,249,0,0,0,3,25,56,0,33,0,0,0,67,0,69,563,0,0,976,57,117,0,0,0,0,0,0,0,41,0,35,2652,0,155,0,0,0,0,0,3,0,8,0,0,0,0,0,0,527,552,0,0,0
84,84,"4/21/2021 11:22",0,4,1,1,1,-119.7242392,35.12222962,NA,NA,"AC04PN11",1,1,1,NA,NA,68,NA,"C","P","N",1,"C04","C04PN1","C04PN1","C04","PN",1,1,NA,NA,68,NA,"2021-04-21 11:22:00",11,22,11.3666666666667,"Spring",NA,NA,NA,NA,NA,NA,NA,0,0,"C411","JTMR009AZ",0,682,126,17161,0,0,8881,30,68,0,916,61,2072,0,11,0,362,0,0,1811,0,4,0,61,0,21,0,0,0,0,0,0,0,4,0,2311,730,120,0,35,0,16,2,0,189,20,0,0,0,0,282,40,0,0,0,0,0,132,0,0,0,0,0,38,0,8,0,0,0,24,0,28,74,0,0,701,7,17,0,0,0,0,0,0,0,0,0,28,1479,0,96,0,0,0,0,12,41,0,0,0,0,0,0,0,0,169,188,0,0,0
85,85,"4/21/2021 11:30",0,4,0,1,1,-119.7242543,35.12227227,NA,NA,"AC04SN11",1,1,1,NA,NA,72,NA,"C","S","N",1,"C04","C04SN1","C04SN1","C04","SN",1,1,NA,NA,76,NA,"2021-04-21 11:30:00",11,30,11.5,"Spring",NA,NA,NA,NA,NA,NA,NA,0,0,"C411","JTMR009AB",0,735,162,15058,0,0,6222,47,74,0,951,124,1950,0,24,0,560,0,0,1896,0,0,0,259,0,50,3,0,0,0,0,15,0,0,0,2776,1021,129,0,162,0,37,0,0,367,30,0,0,0,0,187,127,6,0,16,0,0,317,0,0,0,0,29,35,0,0,0,0,0,22,0,0,204,0,4,1310,58,0,0,0,0,0,0,0,0,0,0,162,2408,8,171,0,4,0,0,55,28,0,10,0,0,0,0,0,0,140,384,0,0,0
86,86,"4/21/2021 13:09",0,10,1,1,1,-119.701232,35.11467272,NA,NA,"AC10PN11",1,0,0,NA,NA,76,NA,"C","P","N",1,"C10","C10PN1","C10PN1","C10","PN",0,0,NA,NA,76,NA,"2021-04-21 13:09:00",13,9,13.15,"Spring",NA,NA,NA,NA,NA,NA,NA,0,0,"C1011","JTMR009Y",0,641,253,21453,0,0,9729,44,128,0,278,16,3604,0,53,0,438,0,0,2250,0,0,0,281,0,0,3,0,0,0,0,0,7,15,0,2893,1882,42,0,69,0,35,4,0,215,38,0,0,0,0,263,11,0,0,0,0,0,216,0,0,0,0,32,41,0,53,0,0,0,55,0,143,381,0,0,1192,8,54,0,0,2,0,0,0,0,9,0,16,1851,0,129,0,0,0,0,20,41,0,3,0,0,0,0,0,0,406,288,0,0,0
87,87,"4/21/2021 13:18",0,10,0,1,1,-119.7012055,35.1145965,NA,NA,"AC10SN11",1,0,0,NA,NA,86,NA,"C","S","N",1,"C10","C10SN1","C10SN1","C10","SN",0,0,NA,NA,81,NA,"2021-04-21 13:18:00",13,18,13.3,"Spring",NA,NA,NA,NA,NA,NA,NA,0,0,"C1011","JTMR008BQ",0,577,260,16266,0,0,6401,78,64,0,3280,39,1888,0,24,0,821,0,0,2910,2,0,0,761,0,0,0,0,0,0,0,0,18,12,0,762,1667,115,5,159,0,88,3,0,366,127,0,0,0,0,255,11,0,0,0,0,0,102,0,0,0,0,23,39,0,17,0,0,0,47,0,48,185,0,0,1279,7,22,0,0,0,0,0,0,0,5,0,13,2268,4,179,0,9,0,0,26,42,0,0,0,0,0,0,0,0,509,479,0,0,0
91,91,"4/21/2021 16:39",1,1,1,1,1,-119.6694763,35.08286182,NA,NA,"AS01PN11",1,0,0,NA,NA,74,NA,"S","P","N",1,"S01","S01PN1","S01PN1","S01","PN",0,0,NA,NA,76,NA,"2021-04-21 16:39:00",16,39,16.65,"Spring",NA,NA,NA,NA,NA,NA,NA,0,0,"S111","JTMR009EQ",10,574,326,30274,0,0,13954,37,135,0,491,11,5713,0,65,0,531,0,0,1677,6,0,0,1520,0,0,11,0,0,0,0,0,0,17,0,2973,1939,23,0,92,0,5,0,0,269,24,0,0,0,0,226,13,0,0,0,0,0,216,0,0,0,0,37,16,0,0,0,0,0,39,0,96,278,0,9,413,0,21,0,4,0,0,0,0,0,0,0,38,2073,0,96,0,9,0,0,41,18,0,0,0,0,0,0,0,0,340,213,0,0,0
92,92,"4/21/2021 16:49",1,1,0,1,1,-119.6695707,35.08290121,NA,NA,"AS01SN11",1,0,0,NA,NA,84,NA,"S","S","N",1,"S01","S01SN1","S01SN1","S01","SN",0,0,NA,NA,83,NA,"2021-04-21 16:49:00",16,49,16.8166666666667,"Spring",NA,NA,NA,NA,NA,NA,NA,0,0,"S111","JTMR008CG",3,513,307,12285,0,0,5409,18,113,3,624,143,1222,0,17,0,1102,0,0,1319,9,0,0,627,0,0,6,0,0,0,2,41,0,0,0,882,1612,32,0,244,0,18,0,0,480,63,0,8,0,0,92,158,0,0,15,0,0,216,0,0,0,0,22,36,0,29,0,0,2,42,0,30,160,0,0,1204,18,26,2,2,5,0,0,0,12,0,0,41,2581,22,270,0,5,4,0,31,72,3,0,0,3,0,0,0,3,350,472,0,4,0
94,94,"4/22/2021 8:53",1,5,1,0,1,-119.6807534,35.08219474,NA,NA,"AS05PE11",1,1,2,NA,NA,68,NA,"S","P","E",1,"S05","S05PE1","S05PE1","S05","PE",1,3,NA,NA,65,NA,"2021-04-22 08:53:00",8,53,8.88333333333333,"Spring",NA,NA,NA,NA,NA,NA,NA,0,0,"S501","JTMR008S",0,462,142,13224,0,0,4139,48,85,0,271,83,1192,0,20,0,570,0,0,1890,0,0,0,543,0,0,0,0,0,0,0,0,10,0,0,3685,894,49,0,56,0,10,5,0,271,48,0,0,0,0,202,27,0,0,0,0,0,101,0,0,0,0,12,50,0,0,0,0,0,0,0,29,270,0,0,1227,43,14,0,17,0,0,0,0,0,42,0,24,1953,0,49,0,3,7,0,13,39,0,0,0,0,0,0,2,0,252,229,0,4,0
