"X.1","X","date_time_samp","site","plot_num","treatment","exclosure","paired","longitude","latitude","man_long","man_lat","barcode","sample_num","veg_type","veg_level","vwc","period","soil_temp","pH","siteX","treatmentX","exclosureX","pairedX","plot","cluster","clusterBC","plotBC","factorial","veg_type_med","veg_level_med","vwc_med","period_med","soil_temp_med","pH_med","Date","hour","minute","time","season","notes_cluster","number","year","CT1","CT2","CT3","CT4","Ct_detects","positive","cluster_pair","Library_Name","Acarosporales","Acrospermales","Agaricales","Agaricostilbales","Archaeosporales","Atheliales","Auriculariales","Basidiobolales","Boliniales","Botryosphaeriales","Caliciales","Candelariales","Cantharellales","Capnodiales","Chaetosphaeriales","Chaetothyriales","Chytridiales","Coniochaetales","Corticiales","Cystobasidiales","Cystobasidiomycetes_ord_Incertae_sedis","Cystofilobasidiales","Diaporthales","Diversisporales","Dothideales","Dothideomycetes_ord_Incertae_sedis","Entorrhizales","Entylomatales","Erysiphales","Erythrobasidiales","Eurotiales","Filobasidiales","Geastrales","Geminibasidiales","Gigasporales","Glomerales","Glomerellales","GS05","GS11","Harpochytriales","Helotiales","Holtermanniales","Hymenochaetales","Hypocreales","Lecanorales","Leucosporidiales","Lichenostigmatales","Lobulomycetales","Magnaporthales","Melanosporales","Microascales","Microbotryomycetes_ord_Incertae_sedis","Microstromatales","Microthyriales","Mortierellales","Mucorales","Mycocaliciales","Myriangiales","Myrmecridiales","Mytilinidiales","Olpidiales","Onygenales","Orbiliales","Ostropales","Pezizales","Pezizomycotina_ord_Incertae_sedis","Phaeomoniellales","Phomatosporales","Platygloeales","Pleosporales","Polyporales","Rhizophlyctidales","Rhizophydiales","Rhytismatales","Russulales","Saccharomycetales","Sebacinales","Sordariales","Sordariomycetes_ord_Incertae_sedis","Spizellomycetales","Sporidiobolales","Taphrinales","Teloschistales","Thelebolales","Thelephorales","Trechisporales","Tremellales","Tremellodendropsidales","Trichosphaeriales","Trichosporonales","Tubeufiales","Umbelopsidales","unidentified","unspecified_Agaricomycetes","unspecified_Ascomycota","unspecified_Basidiobolomycota","unspecified_Basidiomycota","unspecified_Chytridiomycota","unspecified_Cystobasidiomycetes","unspecified_Dothideomycetes","unspecified_Eurotiomycetes","unspecified_Fungi","unspecified_Glomeromycota","unspecified_Leotiomycetes","unspecified_Microbotryomycetes","unspecified_Orbiliomycetes","unspecified_Sordariomycetes","unspecified_Tremellomycetes","Urocystidales","Ustilaginales","Venturiales","Verrucariales","Wallemiales","Xylariales"
121,121,"4/20/21 8:54",0,1,1,1,1,-119.7464592,35.13335429,NA,NA,"AC01PN12",2,1,1,4.7,1.157,67,NA,"C","P","N",1,"C01","C01PN1","C01PN1","C01","PN",1,1,6.1,1.182,67,NA,"4/20/21 8:54",8,54,8.9,"Spring",NA,NA,NA,NA,NA,NA,NA,0,0,"C111","JTMR011CW",0,0,144,0,0,0,0,0,0,0,0,0,68,4127,0,856,0,263,0,0,0,0,0,0,18,0,0,0,0,0,4456,84,0,0,0,0,43,0,0,0,3651,0,0,1655,0,83,9,0,0,0,494,0,0,0,0,21,0,0,0,0,0,293,62,0,6099,0,0,0,0,33273,0,155,17,0,0,0,0,9741,0,175,0,0,0,1288,0,0,360,0,4,0,0,0,82,0,1098,12,0,9,0,179,3,586,0,14,0,0,27,0,0,0,0,0,9,22
122,122,"4/20/21 9:19",0,1,0,1,1,-119.7465261,35.13336847,NA,NA,"AC01SN12",2,1,1,7.8,1.213,72,NA,"C","S","N",1,"C01","C01SN1","C01SN1","C01","SN",1,1,8.7,1.229,71,NA,"4/20/21 9:19",9,19,9.316666667,"Spring",NA,NA,NA,NA,NA,NA,NA,0,0,"C111","JTMR010FF",0,0,461,0,0,0,0,0,0,4,0,0,56,183,0,3126,0,332,0,0,0,0,69,248,29,0,0,0,0,0,3437,196,0,0,0,613,9,0,0,26,3274,10,0,2420,0,137,51,0,0,0,0,0,0,0,360,62,0,0,0,0,18,282,1011,0,2597,0,0,0,0,24547,0,17,30,0,0,0,0,2507,0,243,0,0,0,489,0,0,57,0,0,0,0,0,928,129,672,9,0,17,0,0,0,927,0,200,0,0,175,0,0,0,0,0,0,436
123,123,"4/20/21 9:36",0,1,1,0,1,-119.7465626,35.13333827,NA,NA,"AC01PE12",2,1,1,6.5,1.188,65,NA,"C","P","E",1,"C01","C01PE1","C01PE1","C01","PE",1,1,8.6,1.233,66,NA,"4/20/21 9:36",9,36,9.6,"Spring",NA,NA,NA,NA,NA,NA,NA,0,0,"C101","JTMR011BF",0,0,456,10,0,0,0,0,0,123,0,0,0,5985,4,591,0,10293,0,56,0,0,54,9,3429,7,0,0,0,0,704,401,3,0,0,0,19,0,0,0,4227,24,0,2951,0,6,2650,0,0,0,95,0,0,0,0,86,0,0,0,0,0,578,28,0,249,7,0,0,0,21636,0,0,0,0,0,4,0,1973,181,0,0,0,0,615,0,0,785,0,0,3,0,0,21,0,490,0,72,0,0,0,0,198,0,33,0,0,7,0,0,0,0,0,9,8
124,124,"4/20/21 11:58",0,5,1,1,1,-119.7390416,35.12009123,NA,NA,"AC05PN12",2,1,1,2.8,1.114,71,NA,"C","P","N",1,"C05","C05PN1","C05PN1","C05","PN",1,1,2.7,1.112,73,NA,"4/20/21 11:58",11,58,11.96666667,"Spring",NA,NA,NA,NA,NA,NA,39.31,1,0,"C511","JTMR010BG",0,0,414,0,2,0,0,0,0,21,0,0,118,1948,0,1076,17,333,3,0,0,21,0,0,59,28,0,16,0,0,9055,853,0,0,0,40,39,0,0,5,1053,6,0,578,0,20,35,0,0,0,8841,0,0,0,239,350,0,0,0,0,27,752,179,0,8095,0,0,0,0,25011,0,188,86,0,0,32,0,7370,0,183,0,0,0,1505,0,0,499,0,0,0,0,0,1059,1709,827,0,0,86,0,0,0,3704,0,76,0,0,51,0,0,0,10,0,0,304
125,125,"4/20/21 12:07",0,5,0,1,1,-119.7390459,35.12011426,NA,NA,"AC05SN12",2,0,0,6.7,1.194,70,NA,"C","S","N",1,"C05","C05SN1","C05SN1","C05","SN",0,0,5.4,1.172,70,NA,"4/20/21 12:07",12,7,12.11666667,"Spring",NA,NA,NA,NA,NA,NA,NA,0,0,"C511","JTMR010AC",0,0,395,0,0,0,0,0,0,179,0,0,4,222,0,2437,0,343,0,0,0,0,0,275,11,0,0,3,0,0,4797,295,0,0,0,529,0,0,0,12,491,4,0,1351,0,45,8,0,0,0,0,0,0,0,402,73,0,0,0,0,9,106,1826,0,1772,3,0,0,0,21345,70,61,19,0,0,0,0,2653,0,60,0,0,0,759,0,0,56,0,0,0,0,0,173,0,935,5,0,109,0,24,0,1879,0,207,0,0,306,0,0,0,0,0,0,50
126,126,"4/20/21 12:18",0,5,1,0,1,-119.7388057,35.11962447,NA,NA,"AC05PE12",2,1,2,1.6,1.085,73,NA,"C","P","E",1,"C05","C05PE1","C05PE1","C05","PE",1,2,2.95,1.119,73,NA,"4/20/21 12:18",12,18,12.3,"Spring",NA,NA,NA,NA,NA,NA,NA,0,0,"C501","JTMR011CX",0,0,5441,0,0,0,0,0,0,144,0,0,34,9692,0,589,0,1517,0,17,17,0,0,4,976,0,0,0,0,0,1338,126,4,0,0,34,232,0,0,0,3559,34,0,418,0,6,1424,0,51,0,96,0,0,0,0,62,0,0,0,0,0,28,110,0,1978,0,0,0,0,41443,0,353,0,0,0,0,0,2160,0,318,4,0,0,83,0,0,568,0,0,0,0,0,126,0,897,8,0,9,0,9,0,624,0,7,0,0,68,0,0,0,0,0,0,25
127,127,"4/20/21 12:30",0,5,0,0,1,-119.7387258,35.11962593,NA,NA,"AC05SE12",2,1,2,5.2,1.169,70,NA,"C","S","E",1,"C05","C05SE1","C05SE1","C05","SE",1,2,5.8,1.181,74,NA,"4/20/21 12:30",12,30,12.5,"Spring",NA,NA,NA,NA,NA,NA,NA,0,0,"C501","JTMR010DX",0,0,366,0,0,0,0,0,0,7,0,0,59,3804,0,870,10,2996,0,27,0,17,0,77,2115,0,0,11,0,0,325,1664,0,0,0,32,27,11,0,4,2660,7,0,489,0,5,485,0,178,0,0,0,0,0,83,6,0,0,0,0,33,0,1219,0,835,0,0,0,0,41347,0,0,12,0,0,0,7,1325,0,59,0,0,0,0,0,0,1163,6,0,0,3,0,87,9,349,0,19,0,0,4,0,668,0,7,0,0,34,133,0,0,0,0,0,22
129,129,"4/20/21 15:06",0,8,1,0,1,-119.7303208,35.11330633,NA,NA,"AC08PE12",2,1,2,NA,NA,76,NA,"C","P","E",1,"C08","C08PE1","C08PE1","C08","PE",1,2,NA,NA,76,NA,"4/20/21 15:06",15,6,15.1,"Spring",NA,NA,NA,NA,NA,NA,NA,0,0,"C801","JTMR010BD",0,0,572,0,0,0,0,3,0,0,0,0,58,5080,0,360,48,1440,30,7,0,0,0,0,152,36,0,0,0,0,1328,1239,0,4,0,0,41,12,0,0,461,0,0,850,0,2,65,0,0,0,1364,0,0,0,391,38,0,0,0,0,0,955,119,0,901,0,0,0,0,26145,0,92,12,0,0,0,0,7325,51,535,245,0,0,418,0,0,1205,156,0,0,0,0,412,0,132,0,9,148,0,0,0,574,0,90,0,0,0,0,0,0,5,0,0,63
130,130,"4/20/21 15:12",0,8,0,0,1,-119.7303044,35.11333615,NA,NA,"AC08SE12",2,1,1,NA,NA,80,NA,"C","S","E",1,"C08","C08SE1","C08SE1","C08","SE",1,1,NA,NA,80,NA,"4/20/21 15:12",15,12,15.2,"Spring",NA,NA,NA,NA,NA,NA,NA,0,0,"C801","JTMR011P",0,0,272,0,0,0,0,0,0,60,0,0,50,246,0,147,0,21070,0,0,0,0,0,28,304,0,0,0,0,0,2415,890,0,158,0,144,0,0,0,0,1308,0,0,428,0,0,436,0,0,0,0,0,0,0,0,13,0,0,0,0,0,15,538,0,669,0,0,0,0,29747,0,0,0,0,0,0,0,388,0,11,0,0,0,5,0,0,44,0,0,0,0,0,189,0,546,0,0,0,0,23,0,392,0,8,0,0,61,0,0,0,0,0,0,53
131,131,"4/20/21 16:02",0,7,0,1,1,-119.7328044,35.10881524,NA,NA,"AC07SN12",2,0,0,NA,NA,84,NA,"C","S","N",1,"C07","C07SN1","C07SN1","C07","SN",0,0,NA,NA,86,NA,"4/20/21 16:02",16,2,16.03333333,"Spring",NA,NA,NA,NA,NA,NA,NA,0,0,"C711","JTMR011EL",0,0,163,0,0,0,0,0,0,29,0,0,58,929,0,1832,5,3989,0,0,0,0,3,31,65,0,0,0,0,0,1622,183,0,0,0,278,14,0,0,0,597,0,0,218,0,25,1191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,442,0,4337,0,0,0,0,29574,38,17,0,0,0,0,0,992,0,44,0,0,0,22,0,0,437,0,0,0,0,0,44,0,949,14,0,5,0,704,0,251,0,0,0,0,77,0,0,0,0,0,0,371
132,132,"4/20/21 16:26",0,7,1,0,1,-119.7322054,35.10828516,NA,NA,"AC07PE12",2,1,3,NA,NA,72,NA,"C","P","E",1,"C07","C07PE1","C07PE1","C07","PE",1,3,NA,NA,75,NA,"4/20/21 16:26",16,26,16.43333333,"Spring",NA,NA,NA,NA,NA,NA,NA,0,0,"C701","JTMR010BW",0,0,3521,11,0,0,0,0,0,38,0,0,57,1266,7,699,0,1823,0,15,0,31,0,7,232,0,0,0,0,0,2589,475,0,0,0,22,534,0,0,0,600,0,0,1740,0,59,94,0,0,0,310,0,0,17,914,50,0,0,0,0,74,344,163,0,1412,0,0,0,0,17034,6,45,110,0,0,0,0,3681,187,260,0,0,0,998,0,0,139,108,0,0,0,0,634,0,366,26,0,152,0,319,0,1242,0,45,0,0,0,0,0,0,5,0,0,377
134,134,"4/20/21 9:33",0,1,0,0,1,-119.7461097,35.13267475,NA,NA,"AC01SE12",2,1,1,12.2,1.294,72,NA,"C","S","E",1,"C01","C01SE1","C01SE1","C01","SE",1,1,14.4,1.338,74,NA,"4/20/21 9:33",9,33,9.55,"Spring",NA,NA,NA,NA,NA,NA,NA,0,0,"C101","JTMR010CG",0,0,364,0,0,0,0,0,0,0,0,0,68,1989,0,1779,0,306,0,0,0,29,5,0,31,0,0,0,0,0,2572,332,0,0,0,95,33,0,0,25,1180,11,0,3331,0,28,42,0,0,0,25,0,0,0,489,62,0,0,0,0,19,131,585,0,3126,0,0,0,0,32987,0,220,70,0,0,0,0,2534,0,274,0,0,0,197,0,0,260,0,0,0,0,0,726,8,1748,0,5,18,0,36,0,1508,0,0,0,0,178,89,0,0,0,0,0,0
137,137,"4/20/21 13:35",0,6,0,1,1,-119.7484989,35.11545547,NA,NA,"AC06SN12",2,1,1,11.2,1.273,90,NA,"C","S","N",1,"C06","C06SN1","C06SN1","C06","SN",1,1,11.2,1.273,85,NA,"4/20/21 13:35",13,35,13.58333333,"Spring",NA,NA,NA,NA,NA,NA,NA,0,0,"C611","JTMR011EQ",0,0,365,0,10,0,0,0,0,24,0,0,16,357,0,1129,0,314,0,0,0,0,165,24,179,0,0,0,0,16,3351,458,0,0,0,44,0,0,0,0,38,0,0,282,0,69,192,0,0,0,12,0,0,0,0,31,0,0,0,0,0,1370,1682,0,9163,0,0,0,0,24213,10,149,12,0,0,0,0,2152,0,19,0,0,0,501,0,0,67,0,0,0,0,0,144,0,8617,5,0,0,0,0,0,591,0,24,0,0,219,0,0,0,0,0,0,338
138,138,"4/20/21 13:40",0,6,1,1,1,-119.7481216,35.08300489,NA,NA,"AC06PN12",2,1,3,7.2,1.202,87,NA,"C","P","N",1,"C06","C06PN1","C06PN1","C06","PN",1,3,8.9,1.239,83,NA,"4/20/21 13:40",13,40,13.66666667,"Spring",NA,NA,NA,NA,NA,NA,NA,0,0,"C611","JTMR011BY",0,0,372,0,0,0,0,0,0,73,0,0,645,6201,0,323,0,182,0,0,0,0,39,0,341,0,0,0,0,0,227,81,0,0,0,0,245,0,0,0,1444,5,0,323,0,20,157,0,0,0,21,0,0,0,0,8,0,0,0,0,0,15,29,0,6598,0,0,0,0,34650,0,571,46,0,0,0,0,4957,0,65,0,0,0,126,0,0,973,0,0,0,0,0,498,0,228,6,0,8,0,232,0,3646,0,12,0,0,0,0,0,0,0,0,0,53
139,139,"4/20/21 13:55",0,6,0,0,1,-119.7480654,35.11496663,NA,NA,"AC06SE12",2,0,0,7.1,1.197,73,NA,"C","S","E",1,"C06","C06SE1","C06SE1","C06","SE",1,1,7.1,1.197,75,NA,"4/20/21 13:55",13,55,13.91666667,"Spring",NA,NA,NA,NA,NA,NA,NA,0,0,"C601","JTMR011ET",0,0,274,0,0,0,0,0,0,5,0,0,0,1650,0,3036,0,4432,0,0,0,0,31,0,50,0,0,0,0,0,5893,255,0,0,0,13,60,0,0,0,161,0,0,826,0,16,0,0,0,0,0,0,0,0,0,43,0,0,0,0,0,177,1151,0,4612,0,0,0,0,45183,0,13,4,0,0,0,0,448,0,22,0,0,0,74,0,0,188,0,0,0,0,0,26,0,678,10,0,0,0,33,0,432,0,38,0,0,66,0,0,0,14,0,0,714
140,140,"4/20/21 14:46",0,8,1,1,1,-119.7311212,35.11667308,NA,NA,"AC08PN12",2,1,2,3.2,1.12,90,NA,"C","P","N",1,"C08","C08PN1","C08PN1","C08","PN",1,2,3.1,1.12,86,NA,"4/20/21 14:46",14,46,14.76666667,"Spring",NA,NA,NA,NA,NA,NA,NA,0,0,"C811","JTMR011BS",0,0,438,0,0,0,0,0,0,0,0,0,0,605,0,156,0,93,0,0,0,0,0,0,5,3,0,0,0,0,4396,109,0,0,0,58,44,0,0,0,450,0,0,891,0,76,0,0,0,0,1379,0,0,0,0,91,0,0,0,0,0,922,31,0,5228,0,0,0,0,31257,0,59,0,0,0,0,0,4928,0,102,6,0,0,2254,0,0,319,0,0,0,0,0,59,0,1173,0,21,0,0,0,0,278,0,354,0,0,36,0,0,0,6,0,0,208
141,141,"4/21/21 8:25",1,6,1,1,1,-119.6600529,35.08097156,NA,NA,"AS06PN12",2,1,1,NA,NA,60,NA,"S","P","N",1,"S06","S06PN1","S06PN1","S06","PN",1,1,NA,NA,59,NA,"4/21/21 8:25",8,25,8.416666667,"Spring",NA,NA,NA,34.92,37.33,35.7,36.35,4,1,"S611","JTMR011EE",0,0,71,0,0,0,0,0,0,0,0,0,226,6155,0,218,0,0,0,0,0,0,0,0,101,60,0,0,0,0,6075,18,0,0,0,0,34,0,0,0,403,0,0,818,0,4,11,0,0,0,2831,0,0,0,0,314,0,0,0,0,0,2207,33,0,824,17,0,0,0,29252,0,0,0,0,0,7,0,7673,0,0,0,0,0,2535,0,0,59,0,0,0,0,0,294,8,822,0,0,0,4,0,115,519,0,174,0,0,44,0,0,0,117,0,0,616
142,142,"4/21/21 8:36",1,6,0,1,1,-119.6600839,35.08096151,NA,NA,"AS06SN12",2,1,1,NA,NA,60,NA,"S","S","N",1,"S06","S06SN1","S06SN1","S06","SN",1,1,NA,NA,60,NA,"4/21/21 8:36",8,36,8.6,"Spring",NA,NA,NA,NA,NA,NA,NA,0,0,"S611","JTMR010BU",0,0,818,0,0,0,0,0,0,6,0,0,69,99,0,1840,8,394,0,0,0,0,0,378,105,0,0,0,0,0,1833,530,0,3,0,1380,0,0,0,24,1150,0,0,509,0,0,447,0,0,0,0,0,0,0,422,0,0,0,0,0,47,340,602,0,2209,0,0,0,0,21587,0,48,13,0,0,0,0,810,0,105,0,0,0,0,0,0,119,0,0,0,0,0,442,848,726,0,8,9,0,7,0,1895,216,167,0,0,16,36,0,0,0,0,0,1594
144,144,"4/21/21 8:57",1,6,1,0,1,-119.6595725,35.0814153,NA,NA,"AS06PE12",2,0,0,NA,NA,61,NA,"S","P","E",1,"S06","S06PE1","S06PE1","S06","PE",0,0,NA,NA,61,NA,"4/21/21 8:57",8,57,8.95,"Spring",NA,NA,NA,33.21,34.85,34.23,35.7,4,1,"S601","JTMR011CY",0,0,483,0,0,0,0,0,0,14,0,0,0,502,0,3785,7,4129,0,7,0,0,0,0,27,52,0,0,39,0,12078,832,23,0,0,0,1426,0,0,0,1607,0,0,1819,0,22,9,0,0,0,794,0,0,0,0,195,0,0,0,0,0,1487,18,0,4457,0,0,0,0,35532,0,166,0,0,0,3,0,7794,0,41,0,0,0,3509,0,0,101,0,0,0,0,0,358,0,1582,0,9,0,0,0,0,445,0,44,0,0,43,0,0,0,24,0,0,439
145,145,"4/21/21 9:06",1,6,0,0,1,-119.659586,35.08134149,NA,NA,"AS06SE12",2,1,1,NA,NA,69,NA,"S","S","E",1,"S06","S06SE1","S06SE1","S06","SE",1,1,NA,NA,69,NA,"4/21/21 9:06",9,6,9.1,"Spring",NA,NA,NA,NA,NA,NA,NA,0,0,"S601","JTMR011BL",0,0,886,0,3,0,0,0,0,392,0,0,43,465,0,1948,0,18723,0,0,0,0,0,4,157,0,0,0,0,0,4720,402,0,0,0,107,0,0,0,0,396,0,0,1510,0,0,2470,0,0,0,0,0,0,0,0,0,0,0,0,0,0,370,299,0,1820,0,0,0,0,22799,0,0,0,0,0,0,0,1143,0,0,0,0,0,204,0,0,105,0,0,0,0,0,11,0,1650,0,4,0,0,0,0,2458,126,7,0,0,365,0,0,0,0,0,0,340
146,146,"4/21/21 10:04",0,2,1,1,1,-119.7284223,35.1303838,NA,NA,"AC02SN12",2,0,0,NA,NA,60,NA,"C","P","N",1,"C02","C02PN1","C02SN1","C02","PN",1,2,NA,NA,62,NA,"4/21/21 10:04",10,4,10.06666667,"Spring",NA,NA,NA,NA,NA,NA,NA,0,0,"C211","JTMR011ER",0,0,523,0,0,0,4,0,0,64,0,0,48,627,0,3128,0,8366,0,0,0,0,17,32,40,24,0,0,0,0,1435,513,0,0,0,996,0,0,0,0,10710,0,0,1172,0,67,24,0,0,0,0,0,0,0,0,29,0,0,0,0,0,62,1273,0,4164,0,0,0,0,17148,0,403,0,0,0,0,0,1876,0,317,0,0,0,62,0,0,179,0,0,0,0,0,154,0,3451,20,0,24,0,786,0,891,0,0,0,0,83,0,0,0,0,0,0,50
147,147,"4/21/21 10:21",0,2,0,1,1,-119.72299,35.13051497,NA,NA,"AC02PN12",2,0,0,NA,NA,65,NA,"C","S","N",1,"C02","C02SN1","C02PN1","C02","SN",0,0,NA,NA,66,NA,"4/21/21 10:21",10,21,10.35,"Spring",NA,NA,NA,NA,NA,NA,NA,0,0,"C211","JTMR010BC",0,0,151,0,0,0,0,0,0,172,0,0,48,4517,0,353,11,216,87,0,0,0,6,0,554,385,0,0,0,0,10524,778,0,0,0,0,39,0,0,0,2361,0,0,1542,0,15,1065,0,0,0,4789,0,0,0,612,429,0,0,0,0,0,5016,9,0,4160,0,0,0,0,10407,0,205,0,0,0,25,0,7559,0,400,0,0,0,7282,0,0,232,0,0,0,0,0,2004,106,1977,7,0,259,0,202,24,432,0,522,0,0,43,44,0,0,11,0,15,582
148,148,"4/21/21 10:41",0,2,0,0,1,-119.7226716,35.13090319,NA,NA,"AC02SE12",2,1,2,NA,NA,69,NA,"C","S","E",1,"C02","C02SE1","C02SE1","C02","SE",1,2,NA,NA,70,NA,"4/21/21 10:41",10,41,10.68333333,"Spring",NA,NA,NA,NA,NA,NA,NA,0,0,"C201","JTMR011DS",0,0,185,0,4,0,22,0,0,10,0,0,70,4702,0,1073,0,6190,0,0,0,0,0,100,713,21,0,0,0,0,2062,41,21,0,0,133,4,0,0,0,4812,14,0,911,0,42,145,0,461,0,0,0,0,0,0,24,0,0,0,0,0,266,761,0,1327,0,0,0,0,24065,18,210,0,0,0,0,0,1694,3,5,0,0,0,12,0,0,252,0,0,0,3,0,36,5,2879,11,0,0,0,795,0,1171,0,27,0,0,93,0,0,0,0,0,0,442
150,150,"4/21/21 11:54",0,4,1,0,1,-119.7249263,35.12218561,NA,NA,"AC04PE12",2,1,3,NA,NA,72,NA,"C","P","E",1,"C04","C04PE1","C04PE1","C04","PE",1,3,NA,NA,70.5,NA,"4/21/21 11:54",11,54,11.9,"Spring",NA,NA,NA,NA,NA,NA,NA,0,0,"C401","JTMR011AY",0,0,2687,0,0,0,0,0,0,181,0,0,0,5505,0,571,0,3254,0,18,0,0,0,25,937,0,0,0,0,0,1191,503,0,2,0,18,7,0,0,0,781,0,0,1084,0,0,641,0,39,0,0,0,0,0,0,537,0,0,0,0,0,19,241,0,1205,0,0,0,0,15584,0,42,6,0,0,0,0,13067,7,70,0,0,0,930,0,0,580,0,0,0,0,0,61,0,440,0,0,0,0,5791,0,271,0,0,0,0,0,0,0,0,0,0,0,102
151,151,"4/21/21 12:14",0,4,0,0,1,-119.724714,35.1218074,NA,NA,"AC04SE12",2,1,3,NA,NA,75,NA,"C","S","E",1,"C04","C04SE1","C04SE1","C04","SE",1,3,NA,NA,75,NA,"4/21/21 12:14",12,14,12.23333333,"Spring",NA,NA,NA,NA,NA,NA,NA,0,0,"C401","JTMR010Q",0,0,151,0,0,0,0,0,0,0,0,0,12,393,0,367,0,737,31,17,0,0,0,0,149,0,0,0,0,0,756,210,0,0,0,126,61,0,0,6,586,0,0,265,0,0,217,0,0,0,0,0,0,0,96,112,0,0,0,0,0,0,491,0,547,0,0,0,0,43917,5,91,7,0,0,0,0,680,0,34,0,0,0,14,0,0,357,4,0,0,0,0,60,22,365,0,57,0,0,42,0,300,11,0,0,0,0,0,0,0,6,0,0,0
153,153,"4/21/21 13:45",0,10,1,0,1,-119.701476,35.11423216,NA,NA,"AC10PE12",2,0,0,NA,NA,72,NA,"C","P","E",1,"C10","C10PE1","C10PE1","C10","PE",0,0,NA,NA,72,NA,"4/21/21 13:45",13,45,13.75,"Spring",NA,NA,NA,NA,NA,NA,NA,0,0,"C1001","JTMR011BJ",0,0,909,0,0,0,0,4,0,0,0,0,0,165,0,886,0,60,0,0,0,0,7,58,0,0,0,0,0,0,20117,85,0,148,0,10,25,0,0,0,2152,0,0,1985,0,0,0,0,0,0,38,0,0,0,0,414,0,0,0,0,0,1474,929,0,683,31,0,0,0,5912,0,0,0,0,0,0,0,4148,0,0,0,0,0,998,0,0,48,0,0,0,0,0,215,0,1820,0,0,0,0,7,0,211,0,475,0,0,228,0,0,0,4,0,0,1595
154,154,"4/21/21 13:54",0,10,0,0,1,-119.7014153,35.11426241,NA,NA,"AC10SE12",2,1,1,NA,NA,83,NA,"C","S","E",1,"C10","C10SE1","C10SE1","C10","SE",0,0,NA,NA,85,NA,"4/21/21 13:54",13,54,13.9,"Spring",NA,NA,NA,NA,NA,NA,NA,0,0,"C1001","JTMR011Y",0,0,205,0,0,0,0,0,0,0,0,0,10,900,0,548,0,146,0,0,0,0,0,0,5,0,0,0,0,0,8709,60,0,0,0,8,10,0,0,0,163,0,0,115,0,26,0,0,0,0,0,0,0,0,0,593,0,0,0,0,0,10,132,0,1397,0,0,0,0,43504,0,0,0,0,0,0,0,2271,0,10,0,0,0,29,0,0,72,0,0,0,0,0,35,55,281,0,0,0,0,0,0,296,0,0,0,0,46,0,0,0,0,0,0,29
158,158,"4/21/21 16:54",1,1,1,0,1,-119.6693035,35.08245118,NA,NA,"AS01PE12",2,1,1,NA,NA,82,NA,"S","P","E",1,"S01","S01PE1","S01PE1","S01","PE",1,1,NA,NA,82,NA,"4/21/21 16:54",16,54,16.9,"Spring",NA,NA,NA,NA,NA,NA,NA,0,0,"S101","JTMR010W",0,0,534,2,0,100,0,0,0,6,0,0,3699,1352,0,368,232,265,0,0,0,0,0,0,812,0,0,0,0,0,3314,749,0,0,0,26,0,0,0,0,20578,4,0,1544,2,0,156,0,0,0,52,0,0,0,942,232,0,0,0,10,29,345,81,0,774,0,0,0,0,13135,0,374,0,0,0,0,0,655,0,1017,0,0,0,451,0,0,93,0,0,0,0,0,1451,0,621,0,9,6,0,0,0,1443,0,234,0,0,150,0,0,0,0,0,2,1193
159,159,"4/21/21 17:06",1,1,0,0,1,-119.6692839,35.08246879,NA,NA,"AS01SE12",2,1,2,NA,NA,89,NA,"S","S","E",1,"S01","S01SE1","S01SE1","S01","SE",1,3,NA,NA,84,NA,"4/21/21 17:06",17,6,17.1,"Spring",NA,NA,NA,NA,NA,NA,NA,0,0,"S101","JTMR010L",0,0,193,0,0,0,0,0,0,1151,0,0,91,1256,0,690,0,17062,108,0,0,0,0,105,7933,0,0,0,0,0,694,553,4,0,0,263,0,0,0,7,4053,6,0,137,0,0,4974,0,0,0,0,0,0,0,119,15,0,0,0,0,0,0,33,0,1069,0,0,0,0,14382,0,0,3,0,0,0,0,614,0,53,0,0,0,0,0,0,259,0,0,0,0,0,33,0,886,0,39,0,0,11,0,739,0,3,0,0,59,80,0,0,0,0,0,122
160,160,"4/22/21 8:26",1,5,1,1,1,-119.6803809,35.08381932,NA,NA,"AS05PN12",2,1,1,NA,NA,61,NA,"S","P","N",1,"S05","S05PN1","S05PN1","S05","PN",1,1,NA,NA,61,NA,"4/22/21 8:26",8,26,8.433333333,"Spring",NA,NA,NA,35.46,35,33.86,33.51,4,1,"S511","JTMR011CK",0,0,412,0,0,0,0,0,0,11,0,0,6,537,0,300,0,669,0,5,0,0,0,0,0,44,0,0,0,0,4460,271,0,0,0,0,58,0,0,0,7041,0,0,248,0,0,11,0,0,0,2438,0,0,0,0,192,0,0,0,0,0,2694,107,0,23286,17,0,0,0,18876,0,15,0,0,0,32,0,3714,0,19,0,3,0,2822,0,0,731,0,0,0,0,0,221,5,4830,0,5,0,0,9,219,2929,0,123,0,0,241,0,0,0,12,0,0,323
